NU_INSCRICAO,NU_ANO,TP_SEXO,TP_COR_RACA,TP_ESTADO_CIVIL,TP_NACIONALIDADE,SG_UF_RESIDENCIA,TP_ST_CONCLUSAO,Q001,Q002,Q003,Q004,Q006,NU_IDADE,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,Q005,NU_NOTA_MEDIA,APPROVED_ADM,APPROVED_MED
190005318681,2019,F,1,0,1,DF,1,F,F,D,D,M,46,471.0,512.2,527.3,501.5,580.0,1,503.0,0,0
190001791795,2019,F,1,1,1,RS,2,E,E,D,D,K,17,552.8,627.2,609.0,643.4,820.0,3,608.1,1,0
190006005220,2019,M,0,0,1,SP,2,B,D,F,B,C,18,471.0,512.2,527.3,501.5,580.0,4,503.0,0,0
190001459856,2019,M,1,1,1,PB,3,D,F,A,B,B,17,432.3,437.7,506.6,387.3,320.0,4,440.97499999999997,0,0
190001699062,2019,F,1,1,1,SC,2,B,B,B,B,E,18,471.0,512.2,527.3,501.5,580.0,3,503.0,0,0
190003867833,2019,M,3,1,1,PR,2,C,D,C,C,C,20,440.2,547.1,576.0,521.5,640.0,3,521.2,0,0
190002279887,2019,F,3,1,1,BA,2,E,E,D,B,G,18,516.5,560.4,572.1,577.1,760.0,3,556.525,0,0
190004145628,2019,F,3,1,1,BA,1,E,E,A,B,A,22,471.0,512.2,527.3,501.5,580.0,2,503.0,0,0
190003082108,2019,F,3,1,1,PI,1,B,A,A,A,B,21,362.5,550.5,498.0,567.8,520.0,3,494.7,0,0
190005319902,2019,F,3,1,1,PR,2,H,C,F,C,C,18,403.2,493.6,565.2,491.3,600.0,5,488.325,0,0
190003251305,2019,M,3,1,1,MA,1,B,B,A,A,C,23,400.4,460.5,485.4,475.6,440.0,5,455.475,0,0
190001865321,2019,F,3,1,1,PR,1,C,B,F,B,B,26,471.0,512.2,527.3,501.5,580.0,3,503.0,0,0
190002037399,2019,F,3,1,1,GO,1,D,E,C,B,C,19,466.7,408.9,504.3,383.7,820.0,5,440.9,0,0
190002173403,2019,F,3,1,1,MG,2,D,E,C,B,E,17,418.3,485.0,537.7,599.4,660.0,5,510.1,0,0
190002742663,2019,F,3,1,1,DF,1,C,E,B,B,B,19,392.9,455.4,523.9,477.2,360.0,3,462.34999999999997,0,0
190002362636,2019,F,1,1,1,MG,1,E,C,D,D,G,21,623.8,662.7,611.0,801.9,960.0,3,674.85,1,0
190004737573,2019,F,3,2,1,SP,1,A,E,C,B,C,35,471.0,543.4,514.0,501.5,600.0,2,507.475,0,0
190005967795,2019,F,3,1,1,MT,2,E,E,B,B,E,19,471.0,512.2,527.3,501.5,580.0,5,503.0,0,0
190002589342,2019,F,1,1,1,MG,1,D,D,F,B,H,18,405.9,399.4,443.1,419.6,320.0,4,417.0,0,0
190002932182,2019,F,3,1,1,BA,1,H,C,C,C,C,32,471.0,512.2,527.3,501.5,580.0,5,503.0,0,0
190003523103,2019,M,3,0,1,RJ,1,F,F,C,F,B,28,471.0,512.2,527.3,501.5,580.0,1,503.0,0,0
190002669511,2019,F,1,1,1,RS,1,A,A,A,A,B,27,471.0,487.3,511.8,501.5,580.0,2,492.9,0,0
190004024498,2019,F,3,0,1,SE,1,B,B,A,A,B,24,404.0,464.6,543.4,492.3,500.0,4,476.075,0,0
190004631781,2019,M,3,1,1,BA,2,E,E,F,F,C,18,450.4,531.8,533.6,531.5,560.0,5,511.825,0,0
190002391022,2019,F,1,1,1,MG,1,H,H,A,F,F,20,471.0,500.4,534.1,501.5,460.0,3,501.75,0,0
190004824744,2019,F,3,1,1,MA,1,D,B,B,A,C,21,403.3,413.6,405.8,475.5,460.0,5,424.55,0,0
190005255057,2019,F,1,1,1,RS,1,C,D,A,D,E,26,488.3,529.0,551.4,388.6,560.0,2,489.32499999999993,0,0
190001722184,2019,F,1,1,1,RS,1,B,D,C,B,D,21,471.0,512.2,527.3,501.5,580.0,5,503.0,0,0
190002982474,2019,F,3,1,1,GO,1,E,E,C,B,D,20,479.3,556.7,580.5,554.5,540.0,4,542.75,0,0
190004967323,2019,M,1,1,1,RJ,1,E,E,B,F,B,20,471.0,512.2,527.3,501.5,580.0,2,503.0,0,0
190001600332,2019,F,1,1,1,SP,2,H,B,F,B,G,17,471.0,512.2,527.3,501.5,580.0,7,503.0,0,0
190002905645,2019,M,1,1,1,DF,4,E,F,C,E,F,19,471.0,512.2,527.3,501.5,580.0,5,503.0,0,0
190003473717,2019,M,1,1,1,BA,2,B,B,F,F,B,17,466.0,461.1,478.4,404.1,520.0,4,452.4,0,0
190002166770,2019,M,3,1,1,MG,1,H,C,F,F,C,19,412.5,529.4,548.4,591.4,600.0,6,520.425,0,0
190002650970,2019,F,1,1,1,RS,3,C,D,C,B,C,16,373.2,465.0,504.0,460.6,480.0,5,450.70000000000005,0,0
190003315332,2019,F,3,1,1,SP,2,D,F,C,D,C,17,471.0,409.7,506.1,501.5,600.0,3,472.07500000000005,0,0
190005946315,2019,F,1,1,1,RS,1,B,D,A,A,B,24,471.0,512.2,527.3,501.5,580.0,3,503.0,0,0
190001781570,2019,F,3,1,2,MS,1,C,C,B,B,B,20,401.7,409.8,454.8,449.5,640.0,6,428.95,0,0
190004699225,2019,F,1,1,1,RS,2,C,E,D,B,I,17,585.1,611.0,582.7,784.9,900.0,3,640.925,1,0
190003435196,2019,F,3,1,1,BA,3,H,H,C,C,C,17,361.2,435.5,477.7,437.9,400.0,7,428.07500000000005,0,0
190002986354,2019,F,3,1,1,GO,2,C,F,B,B,D,17,353.8,520.0,463.4,422.8,700.0,3,439.99999999999994,0,0
190001940108,2019,F,3,1,1,CE,3,B,E,B,B,A,17,479.4,433.5,475.4,450.0,480.0,4,459.575,0,0
190002605764,2019,M,1,1,1,MG,2,C,E,D,B,G,18,582.1,644.7,588.7,717.1,940.0,5,633.1500000000001,1,0
190003203117,2019,F,2,3,1,PA,1,F,E,D,D,B,56,429.3,409.2,481.2,451.7,560.0,1,442.85,0,0
190003021857,2019,F,3,1,1,AC,1,H,H,A,B,B,22,442.2,433.5,478.8,385.9,600.0,3,435.1,0,0
190005569710,2019,M,3,1,1,PE,2,E,E,C,D,C,21,373.7,447.6,459.9,430.1,300.0,4,427.82499999999993,0,0
190003462016,2019,M,1,1,1,MG,1,D,F,D,E,H,20,376.6,512.2,486.0,447.1,0.0,5,455.475,0,0
190004972140,2019,F,1,3,1,ES,1,B,C,A,B,C,33,471.0,512.2,527.3,501.5,580.0,2,503.0,0,0
190005333099,2019,M,3,0,1,SP,1,F,G,D,D,I,18,470.8,478.1,530.4,451.1,480.0,5,482.6,0,0
190001826171,2019,F,3,1,1,SP,2,E,D,D,C,D,17,467.8,513.1,568.1,462.2,560.0,3,502.8,0,0
190002361259,2019,F,3,2,1,ES,1,B,C,C,B,B,24,471.0,512.2,527.3,501.5,580.0,2,503.0,0,0
190004627295,2019,F,1,1,1,SP,1,F,E,E,F,O,21,684.6,667.9,665.1,860.9,840.0,4,719.625,1,0
190002941785,2019,F,1,1,1,BA,2,D,E,C,C,C,18,513.2,502.3,589.3,545.8,600.0,6,537.65,0,0
190003103762,2019,F,3,1,1,PA,4,B,B,A,A,A,17,382.5,408.7,470.1,408.9,280.0,5,417.55000000000007,0,0
190005281501,2019,M,3,1,1,AL,2,C,B,A,A,B,18,471.0,512.2,527.3,501.5,580.0,2,503.0,0,0
190003378253,2019,M,1,1,1,SP,1,E,F,B,D,C,28,471.0,512.2,527.3,501.5,580.0,2,503.0,0,0
190005848689,2019,F,3,1,1,SP,1,C,D,C,C,C,19,329.1,339.8,485.7,383.2,0.0,6,384.45000000000005,0,0
190002158379,2019,F,3,1,1,BA,3,E,E,D,B,C,18,551.5,504.6,542.4,385.9,580.0,4,496.1,0,0
190004734786,2019,F,1,1,1,SP,1,C,C,A,B,D,19,471.0,512.2,527.3,501.5,580.0,4,503.0,0,0
190004575061,2019,M,3,1,1,MA,2,C,E,B,B,B,17,454.1,562.6,533.0,418.3,700.0,4,492.0,0,0
190003355976,2019,F,1,1,2,PR,2,C,G,B,D,F,18,413.2,475.2,464.9,417.5,560.0,3,442.7,0,0
190001788892,2019,M,1,1,1,MS,2,F,F,D,D,K,18,665.9,649.5,626.6,836.0,780.0,3,694.5,1,0
190002556660,2019,F,3,1,1,CE,1,A,B,A,B,B,19,434.4,407.6,487.0,389.5,640.0,6,429.625,0,0
190003429989,2019,M,1,1,1,AL,1,D,B,B,F,B,20,423.4,511.8,449.2,442.3,540.0,4,456.675,0,0
190005835120,2019,M,4,0,1,SP,1,F,F,E,E,N,19,687.2,671.6,600.3,807.4,900.0,5,691.625,1,0
190004435948,2019,M,3,3,1,AL,1,E,E,D,F,C,29,471.0,512.2,527.3,501.5,580.0,2,503.0,0,0
190005039392,2019,F,3,1,2,PE,3,C,D,A,A,A,17,445.5,523.1,510.3,594.9,660.0,5,518.45,0,0
190003638044,2019,F,3,1,1,SP,1,E,E,B,D,E,19,404.6,495.5,480.7,487.5,540.0,7,467.075,0,0
190002646573,2019,F,3,1,1,MT,1,C,D,C,B,B,19,420.4,414.7,488.9,489.7,520.0,3,453.425,0,0
190004173274,2019,M,3,1,1,MG,1,E,E,C,D,G,19,544.1,572.9,579.5,738.0,760.0,5,608.625,1,0
190004297814,2019,F,1,1,1,MA,1,E,F,D,D,D,20,348.3,584.9,550.3,427.1,540.0,3,477.65,0,0
190005859134,2019,F,1,1,1,SP,1,E,F,B,B,C,20,471.0,512.2,527.3,501.5,580.0,2,503.0,0,0
190002892754,2019,F,1,1,1,GO,2,E,E,D,D,I,17,580.9,608.1,604.8,769.8,880.0,4,640.9,1,0
190001236223,2019,F,1,1,1,BA,2,B,B,A,B,B,18,465.1,476.6,502.7,600.9,640.0,2,511.32500000000005,0,0
190001339168,2019,F,3,2,1,PE,1,B,B,A,A,B,34,410.7,505.8,510.7,497.5,560.0,3,481.175,0,0
190004704934,2019,F,1,1,1,SP,1,E,G,B,C,D,22,471.0,512.2,527.3,501.5,580.0,2,503.0,0,0
190005577980,2019,M,3,1,1,RN,2,D,D,B,A,C,19,471.0,512.2,527.3,501.5,580.0,6,503.0,0,0
190002511605,2019,M,3,1,2,SP,2,H,C,B,B,C,18,386.2,470.2,477.4,503.8,360.0,5,459.4,0,0
190005067817,2019,M,1,1,1,PA,1,E,E,D,B,H,19,371.4,415.4,509.0,390.9,560.0,4,421.67499999999995,0,0
190004240717,2019,M,2,1,3,SP,1,D,D,F,F,D,27,339.8,401.3,433.0,408.5,0.0,4,395.65,0,0
190001382895,2019,M,3,1,1,AL,2,C,C,A,B,B,19,471.0,512.2,527.3,501.5,580.0,3,503.0,0,0
190002775561,2019,M,1,1,1,PE,1,E,E,F,F,E,20,455.6,480.9,436.3,397.8,440.0,5,442.65,0,0
190005875499,2019,F,3,3,1,PR,1,C,B,F,F,F,44,471.0,512.2,527.3,501.5,580.0,3,503.0,0,0
190003140901,2019,M,1,1,1,MG,1,E,E,C,B,G,21,484.6,500.9,557.1,537.9,600.0,4,520.125,0,0
190004972786,2019,M,3,1,2,RJ,3,E,E,B,B,B,17,394.2,489.5,509.0,498.0,560.0,3,472.675,0,0
190004559577,2019,M,5,0,1,PE,1,B,B,A,E,B,23,380.3,345.3,380.5,504.7,0.0,5,402.7,0,0
190003461001,2019,F,2,1,1,BA,1,A,B,A,A,B,22,337.3,437.7,503.2,458.3,280.0,6,434.125,0,0
190005682375,2019,M,3,1,1,PI,1,B,E,B,B,B,18,471.0,512.2,527.3,501.5,580.0,2,503.0,0,0
190005768008,2019,M,3,1,1,MG,2,D,F,F,E,H,18,471.0,512.2,527.3,501.5,580.0,5,503.0,0,0
190004077577,2019,F,1,1,1,SP,2,D,E,C,B,E,17,404.8,504.5,505.8,426.8,540.0,4,460.47499999999997,0,0
190003848630,2019,F,1,1,1,PR,1,E,G,B,D,K,19,642.0,696.5,638.8,764.7,940.0,2,685.5,1,0
190003800048,2019,M,1,1,2,RJ,2,D,D,C,B,C,18,457.2,514.0,365.6,485.1,660.0,4,455.475,0,0
190004464679,2019,M,1,1,1,GO,2,E,E,C,B,B,17,608.4,527.8,605.9,665.6,860.0,2,601.925,1,0
190004242515,2019,F,1,1,1,SP,1,E,E,C,B,E,21,471.0,512.2,527.3,501.5,580.0,4,503.0,0,0
190005497190,2019,M,2,1,1,ES,2,B,C,C,B,C,18,389.5,334.9,439.6,616.1,0.0,5,445.025,0,0
190002935335,2019,F,2,1,1,BA,2,B,E,A,A,B,18,427.3,419.7,495.1,364.7,420.0,4,426.7,0,0
190002641912,2019,M,1,1,1,RS,2,E,E,B,B,C,17,484.4,555.6,537.5,462.4,580.0,3,509.975,0,0
190001125418,2019,M,3,0,1,PI,1,A,A,A,B,C,34,432.8,374.5,418.9,362.3,320.0,2,397.12499999999994,0,0
190004928549,2019,F,3,1,1,AM,1,B,E,A,A,A,18,391.8,392.3,443.3,505.3,600.0,4,433.175,0,0
190004912609,2019,F,3,1,1,MS,1,C,F,A,D,C,19,456.9,569.8,564.4,601.2,940.0,2,548.075,0,0
190005148065,2019,M,1,1,1,SP,3,E,G,C,D,J,16,496.0,504.9,517.1,532.9,420.0,4,512.725,0,0
190002792167,2019,M,1,1,1,RN,1,E,E,B,F,C,21,471.0,512.2,527.3,501.5,580.0,4,503.0,0,0
190001436504,2019,F,2,1,1,BA,2,B,A,F,A,E,18,443.2,463.7,509.4,471.6,720.0,4,471.975,0,0
190001520810,2019,M,3,1,1,RJ,1,E,D,D,B,B,22,596.8,669.8,628.4,754.2,940.0,2,662.3,1,0
190005032664,2019,F,3,1,1,PB,1,A,B,A,A,C,46,381.2,477.6,511.1,391.9,740.0,3,440.45000000000005,0,0
190006038789,2019,M,3,1,1,DF,2,D,C,C,B,C,19,471.0,512.2,527.3,501.5,580.0,4,503.0,0,0
190002866241,2019,M,1,1,1,GO,1,E,B,D,B,H,19,437.8,439.6,482.2,392.5,620.0,5,438.02500000000003,0,0
190002863398,2019,F,1,1,1,GO,1,E,E,C,C,D,20,558.0,613.1,607.3,602.3,680.0,3,595.175,1,0
190002046064,2019,F,3,1,2,MA,1,B,D,C,B,B,20,453.9,442.3,494.6,512.5,460.0,7,475.82500000000005,0,0
190002322143,2019,F,3,1,1,SP,1,E,E,D,B,E,20,572.7,582.2,575.9,468.1,520.0,3,549.725,0,0
190004188346,2019,F,4,1,1,BA,1,D,B,F,F,A,20,437.7,431.1,453.5,388.2,320.0,5,427.625,0,0
190003133221,2019,F,1,1,1,RJ,2,D,C,B,A,E,17,350.0,440.6,425.0,405.2,320.0,5,405.2,0,0
190003377919,2019,F,3,1,1,SP,2,G,C,C,C,G,18,471.0,512.2,527.3,501.5,580.0,5,503.0,0,0
190001807459,2019,F,4,1,1,SP,2,D,D,C,B,B,18,423.9,419.7,416.7,397.1,400.0,4,414.35,0,0
190003266839,2019,M,3,1,1,CE,2,D,D,A,B,C,17,485.3,513.9,508.6,516.2,300.0,3,506.00000000000006,0,0
190001031854,2019,F,3,1,1,AM,2,B,A,C,B,B,18,421.6,447.8,453.4,407.9,380.0,9,432.67500000000007,0,0
190001005891,2019,M,3,1,1,PA,1,H,H,A,A,B,25,471.0,512.2,527.3,501.5,580.0,4,503.0,0,0
190001530837,2019,F,1,2,1,ES,1,B,C,A,A,B,42,451.1,488.0,539.5,601.2,500.0,4,519.95,0,0
190005386122,2019,F,1,1,1,RJ,1,E,F,D,D,D,19,412.5,516.1,571.9,506.2,680.0,3,501.675,0,0
190005053386,2019,M,2,1,1,PI,1,E,C,D,B,C,21,462.6,607.4,578.7,470.8,820.0,6,529.875,0,0
190001022115,2019,M,3,1,1,PA,1,E,E,C,B,B,27,471.0,512.2,527.3,501.5,580.0,4,503.0,0,0
190003896923,2019,F,3,1,1,SE,3,E,E,C,C,I,16,534.9,536.8,519.0,565.0,620.0,3,538.925,0,0
190003064867,2019,F,3,1,1,AP,1,C,C,A,C,B,29,471.0,512.2,527.3,501.5,580.0,2,503.0,0,0
190003623117,2019,F,1,1,2,SP,1,B,D,C,B,C,23,427.3,459.1,521.0,465.6,460.0,5,468.25,0,0
190001182917,2019,F,3,0,1,TO,1,C,E,B,D,B,35,471.0,512.2,527.3,501.5,580.0,3,503.0,0,0
190004648024,2019,F,3,1,1,BA,1,B,B,F,A,C,18,361.5,490.4,473.0,496.0,700.0,3,455.225,0,0
190003120286,2019,M,3,1,1,CE,2,B,B,C,C,C,24,390.7,386.8,334.2,370.8,0.0,4,370.625,0,0
190003903999,2019,F,3,1,1,RN,1,E,C,C,F,C,19,397.0,442.4,427.3,432.2,440.0,5,424.725,0,0
190005568898,2019,F,3,1,1,PB,1,H,F,D,D,G,23,556.4,569.6,613.7,648.9,760.0,4,597.15,1,0
190002925316,2019,F,3,1,1,BA,1,B,C,A,A,B,19,482.6,448.3,416.4,398.5,580.0,4,436.45000000000005,0,0
190003606609,2019,F,3,1,1,CE,2,B,B,A,A,B,18,408.7,418.2,506.8,448.2,0.0,2,445.475,0,0
190002691570,2019,M,1,1,1,RS,1,G,E,E,B,L,19,586.3,574.3,584.1,626.1,880.0,2,592.6999999999999,1,0
190001189704,2019,F,3,1,1,MA,1,E,E,D,D,C,20,506.4,595.2,568.2,633.4,840.0,3,575.8,1,0
190005417640,2019,F,3,2,1,PA,1,B,B,B,F,H,54,390.2,448.6,484.2,440.6,600.0,3,440.9,0,0
190004484410,2019,F,1,1,1,RO,2,H,D,B,A,C,17,348.5,492.8,537.9,621.1,640.0,6,500.07499999999993,0,0
190002957741,2019,F,0,1,1,PE,1,E,E,D,B,A,24,471.0,405.1,595.2,501.5,640.0,2,493.20000000000005,0,0
190005878485,2019,F,3,1,1,SP,1,H,E,C,B,C,33,471.0,512.2,527.3,501.5,580.0,1,503.0,0,0
190005575117,2019,M,3,2,1,RN,1,F,C,D,C,D,38,466.4,554.8,525.1,642.1,560.0,3,547.1,0,0
190001388147,2019,F,3,1,1,PE,1,E,D,C,B,C,23,413.0,487.1,463.1,430.1,580.0,4,448.32500000000005,0,0
190003762483,2019,F,3,1,1,PE,1,B,C,B,B,D,20,401.7,412.9,453.8,385.9,480.0,11,413.57499999999993,0,0
190004394499,2019,F,2,1,1,SP,3,F,F,E,E,D,16,550.7,545.3,546.6,707.2,560.0,4,587.45,1,0
190003781522,2019,F,3,1,1,MG,2,D,E,D,D,M,17,606.4,622.5,606.4,687.1,940.0,4,630.6,1,0
190004416705,2019,M,1,1,1,RN,3,E,F,D,D,L,16,593.2,615.3,640.2,758.0,820.0,4,651.675,1,0
190003685324,2019,F,2,2,1,PR,1,F,E,D,B,G,37,471.0,414.0,474.8,501.5,340.0,3,465.325,0,0
190004897374,2019,F,1,1,1,PR,2,E,G,C,D,D,17,449.2,490.8,506.4,487.0,520.0,4,483.35,0,0
190003255841,2019,F,3,1,1,PI,1,E,B,B,B,B,22,454.8,373.7,523.2,526.5,540.0,4,469.55,0,0
190001130991,2019,F,3,1,1,CE,2,E,F,A,A,C,21,427.8,443.5,333.2,469.9,340.0,4,418.6,0,0
190005116578,2019,F,1,1,1,RJ,1,D,C,C,B,D,40,471.0,512.2,527.3,501.5,580.0,3,503.0,0,0
190001769272,2019,F,3,1,1,MT,1,H,D,F,B,B,19,392.7,442.1,508.9,387.1,580.0,3,432.69999999999993,0,0
190003445729,2019,F,1,1,1,RO,1,H,D,F,B,C,28,471.0,512.2,527.3,501.5,580.0,3,503.0,0,0
190001816096,2019,M,1,1,1,SP,2,F,F,D,C,N,17,610.0,616.4,626.6,638.9,720.0,2,622.975,1,0
190001007407,2019,M,1,1,1,PA,1,B,A,A,A,D,23,508.1,577.6,530.1,484.4,600.0,8,525.0500000000001,0,0
190003689868,2019,F,1,1,1,SP,1,G,E,D,D,G,19,446.1,571.6,556.6,560.4,560.0,4,533.6750000000001,0,0
190005731832,2019,M,3,1,2,MG,2,F,E,D,D,K,18,527.9,584.4,553.5,693.1,700.0,6,589.725,1,0
190005496719,2019,M,1,1,1,RJ,1,D,C,B,B,G,22,471.0,512.2,527.3,501.5,580.0,5,503.0,0,0
190001796550,2019,F,3,1,2,SP,2,C,C,A,A,C,18,455.2,517.2,567.3,507.1,560.0,4,511.70000000000005,0,0
190004313541,2019,F,3,1,1,AP,1,E,E,B,B,C,20,476.8,459.5,555.1,422.0,660.0,5,478.35,0,0
190005039869,2019,M,3,1,1,PE,2,B,C,A,A,B,17,471.0,512.2,527.3,501.5,580.0,6,503.0,0,0
190004128067,2019,M,3,1,1,GO,1,D,D,C,B,E,22,565.0,560.2,554.3,594.2,460.0,4,568.425,0,0
190002751099,2019,M,3,1,1,PE,1,B,E,A,A,B,25,444.1,468.0,438.5,473.1,340.0,4,455.92499999999995,0,0
190003922813,2019,F,3,1,1,BA,1,A,B,F,F,B,19,403.3,432.1,452.6,380.6,300.0,6,417.15,0,0
190004792882,2019,F,2,1,1,PR,1,E,F,D,D,C,29,423.2,422.5,492.4,484.1,360.0,2,455.54999999999995,0,0
190005225743,2019,F,1,1,1,RS,1,C,B,A,A,C,21,471.0,512.2,527.3,501.5,580.0,5,503.0,0,0
190001566256,2019,M,1,1,0,ES,1,E,E,D,D,G,19,471.0,512.2,527.3,501.5,580.0,4,503.0,0,0
190004205423,2019,M,1,1,1,SP,2,D,E,C,C,G,17,404.3,517.9,541.9,633.8,640.0,4,524.4749999999999,0,0
190004729057,2019,M,1,1,1,SP,2,G,G,E,E,Q,17,538.8,617.1,573.6,720.8,680.0,4,612.575,1,0
190005660474,2019,F,2,1,1,BA,3,F,E,D,D,D,15,368.2,401.5,445.8,433.2,460.0,4,412.175,0,0
190005184819,2019,F,3,1,1,PE,1,A,B,B,B,E,20,419.4,501.5,531.0,433.6,620.0,2,471.375,0,0
190006000479,2019,M,3,1,1,SP,2,F,F,F,F,G,17,464.3,521.3,536.3,437.9,400.0,3,489.94999999999993,0,0
190004971249,2019,M,2,1,1,MG,1,B,D,A,A,B,19,445.2,435.5,487.1,498.6,560.0,3,466.6,0,0
190003249104,2019,F,3,1,1,CE,2,B,B,A,B,B,18,472.1,435.5,477.6,642.7,540.0,4,506.975,0,0
190002958915,2019,M,2,1,1,BA,3,A,A,A,A,B,18,387.8,488.4,345.7,364.9,200.0,2,396.70000000000005,0,0
190002114540,2019,M,1,1,1,SP,1,D,B,B,A,J,28,471.0,561.3,570.7,501.5,580.0,5,526.125,0,0
190005857492,2019,M,1,1,1,SP,1,E,B,C,C,C,18,494.9,475.6,491.5,532.0,600.0,3,498.5,0,0
190005443916,2019,M,3,1,1,DF,2,B,C,C,B,C,18,435.3,450.4,532.2,567.7,480.0,5,496.40000000000003,0,0
190005347029,2019,F,3,1,1,PR,1,E,E,D,B,G,22,364.6,486.5,454.4,399.1,300.0,4,426.15,0,0
190004742219,2019,F,1,1,1,SP,2,G,F,D,D,O,17,544.5,618.5,611.3,663.0,640.0,4,609.325,1,0
190002017553,2019,M,3,1,1,AM,2,E,F,B,D,E,17,573.3,516.8,580.8,593.7,700.0,4,566.15,0,0
190005589720,2019,M,1,1,1,PE,3,G,G,E,E,P,16,522.2,645.7,610.6,774.8,740.0,5,638.325,1,0
190001513552,2019,M,3,1,1,ES,2,H,C,F,B,C,17,516.9,618.2,581.8,522.2,900.0,4,559.775,0,0
190003279813,2019,F,5,1,1,MA,2,C,E,D,D,G,16,548.7,575.4,594.1,593.5,600.0,2,577.925,1,0
190002499245,2019,F,2,1,1,MG,1,C,E,B,C,C,26,490.7,601.4,626.3,477.2,600.0,2,548.9,0,0
190003551436,2019,M,2,1,1,RJ,2,E,D,C,B,D,20,471.0,512.2,527.3,501.5,580.0,4,503.0,0,0
190003407539,2019,F,2,1,1,BA,2,E,E,B,C,C,20,416.9,440.2,500.1,501.1,320.0,5,464.57499999999993,0,0
190003850792,2019,M,2,1,1,MT,2,B,D,B,B,E,19,365.5,423.4,435.4,384.7,360.0,3,402.25,0,0
190005226112,2019,M,2,1,1,MS,2,D,F,C,E,E,19,443.2,520.4,362.7,457.4,720.0,3,445.92499999999995,0,0
190005949371,2019,F,3,0,1,MS,1,B,B,C,A,D,26,471.0,512.2,527.3,501.5,580.0,2,503.0,0,0
190001261113,2019,F,0,1,1,BA,3,H,H,C,F,C,17,368.9,468.4,464.8,476.5,520.0,5,444.65,0,0
190001472772,2019,F,3,1,1,RN,2,C,C,B,B,C,18,529.0,572.2,554.5,390.9,580.0,2,511.65,0,0
190005701475,2019,M,3,0,1,CE,1,C,C,C,B,B,30,515.5,536.0,513.7,648.6,560.0,3,553.45,0,0
190003421367,2019,M,3,1,1,BA,1,H,D,F,B,C,19,471.0,512.2,527.3,501.5,580.0,5,503.0,0,0
190005397279,2019,M,2,1,1,ES,1,E,G,C,D,E,20,510.7,534.6,534.9,595.0,0.0,3,543.8,0,0
190002810450,2019,F,1,1,1,RJ,2,G,G,E,E,Q,17,582.5,621.4,597.0,600.8,780.0,6,600.425,1,0
190001990438,2019,F,3,1,2,AM,1,E,D,B,B,B,20,420.9,418.4,440.1,459.1,300.0,5,434.625,0,0
190003890220,2019,F,2,1,1,SE,2,A,B,A,A,B,17,424.5,478.4,466.5,438.0,620.0,7,451.85,0,0
190002269792,2019,F,3,1,1,BA,2,B,C,A,A,B,34,471.0,512.2,527.3,501.5,580.0,1,503.0,0,0
190005839968,2019,M,3,1,1,SP,1,E,D,B,B,C,28,683.2,633.2,633.4,736.3,840.0,3,671.5250000000001,1,0
190005724580,2019,F,3,1,1,BA,3,B,E,C,B,C,16,471.0,512.2,527.3,501.5,580.0,4,503.0,0,0
190001035688,2019,F,3,1,1,PA,2,H,E,B,B,B,18,505.4,601.0,523.1,521.2,840.0,3,537.675,0,0
190004329151,2019,F,3,1,1,PA,1,E,E,A,A,B,19,471.0,512.2,527.3,501.5,580.0,2,503.0,0,0
190001312153,2019,F,2,1,1,MG,2,E,E,C,B,E,18,513.0,551.0,542.4,518.7,660.0,3,531.2750000000001,0,0
190002656446,2019,F,1,1,1,MS,2,E,E,D,B,E,17,586.9,643.0,601.7,808.8,920.0,4,660.1,1,0
190003382594,2019,M,1,1,1,PR,2,H,E,F,C,G,18,548.5,567.7,569.4,672.7,500.0,3,589.575,1,0
190003281800,2019,F,3,1,1,CE,2,E,E,C,C,C,17,484.4,515.8,552.6,410.8,540.0,7,490.9,0,0
190003071273,2019,F,2,1,1,PA,1,A,A,A,F,B,37,471.0,512.2,527.3,501.5,580.0,5,503.0,0,0
190005944590,2019,F,1,1,1,MS,2,H,F,D,D,I,17,539.2,562.8,593.2,627.9,800.0,4,580.775,1,0
190003774282,2019,F,2,1,1,RJ,1,B,B,B,B,B,29,471.0,512.2,527.3,501.5,580.0,4,503.0,0,0
190001259106,2019,M,3,1,1,BA,3,F,G,D,E,K,16,532.6,451.3,518.1,574.0,320.0,4,519.0,0,0
190001404273,2019,F,2,1,1,BA,3,E,E,A,B,C,17,636.1,652.5,617.1,665.7,800.0,4,642.8499999999999,1,0
190003428144,2019,F,2,1,1,BA,1,H,E,F,B,B,22,489.1,418.4,558.7,445.4,580.0,4,477.9,0,0
190001247812,2019,F,2,0,1,BA,1,B,C,B,B,C,25,479.8,444.0,540.1,401.2,640.0,3,466.27500000000003,0,0
190002334295,2019,F,1,1,1,SP,2,E,E,C,B,D,19,471.4,521.1,586.3,627.8,620.0,4,551.65,0,0
190001107398,2019,M,3,1,1,MA,3,E,E,C,B,D,17,548.0,573.9,565.5,569.8,580.0,5,564.3,0,0
190001703807,2019,F,1,2,1,RS,1,B,B,A,A,G,55,532.4,599.6,583.6,490.5,660.0,3,551.525,0,0
190005788828,2019,F,3,3,1,MG,1,B,E,B,C,C,44,471.0,512.2,527.3,501.5,580.0,4,503.0,0,0
