NU_INSCRICAO,NU_IDADE,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q005,NU_NOTA_MEDIA
190001602646,17.0,559.0,586.1,569.6,700.3,140.0,170.0,140.0,160.0,140.0,760.0,3.0,603.75
190001520709,33.0,483.1,521.2,482.3,598.8,100.0,100.0,90.0,90.0,80.0,440.0,2.0,521.35
190001425236,18.0,559.9,634.7,540.2,624.9,120.0,120.0,120.0,120.0,120.0,600.0,4.0,589.925
190001867781,31.0,461.1,514.1,486.1,384.7,120.0,120.0,100.0,120.0,60.0,520.0,6.0,461.50000000000006
190001128636,22.0,538.6,620.1,575.6,675.4,140.0,170.0,140.0,170.0,140.0,800.0,6.0,602.4250000000001
190001045807,22.0,439.7,403.4,398.67500000000007,392.4,90.0,120.0,100.0,120.0,60.0,480.0,3.0,408.54375000000005
190001428771,24.0,484.9,575.1,589.1,578.7,120.0,120.0,120.0,120.0,0.0,480.0,4.0,556.95
190001241399,20.0,495.2,537.5,537.4,641.0,120.0,120.0,120.0,120.0,100.0,580.0,4.0,552.775
190001428772,20.0,477.6,572.8,561.4,525.4,160.0,170.0,160.0,120.0,100.0,720.0,3.0,534.3000000000001
190001867783,17.0,394.9,551.4,521.3,475.3,140.0,120.0,140.0,170.0,120.0,700.0,4.0,485.72499999999997
190001128638,25.0,488.9,377.7,536.7,566.9,120.0,120.0,120.0,100.0,120.0,580.0,3.0,492.54999999999995
190001128639,19.0,360.6,477.1,470.5,502.1,90.0,140.0,100.0,90.0,80.0,480.0,5.0,452.57500000000005
190001045808,18.0,582.1,564.7,561.0,488.2,120.0,120.0,140.0,160.0,160.0,700.0,7.0,549.0
190001428773,26.0,438.2,459.5,449.2,377.1,90.0,100.0,90.0,90.0,0.0,320.0,2.0,431.0
190001602648,17.0,648.4,675.4,621.5,740.3,140.0,120.0,160.0,160.0,180.0,760.0,4.0,671.4
190001520711,31.0,489.2,501.1,488.1,444.6,140.0,160.0,140.0,120.0,80.0,640.0,4.0,480.75
190001128640,19.0,446.7,547.8,579.0,381.2,120.0,170.0,120.0,140.0,160.0,720.0,4.0,488.675
190001705279,31.0,479.1,401.0,529.4,423.3,120.0,120.0,100.0,100.0,0.0,440.0,2.0,458.2
190001123436,18.0,377.8,406.9,398.67500000000007,416.7,100.0,120.0,90.0,90.0,40.0,420.0,6.0,400.01875
190001779820,18.0,431.3,603.4,559.4,595.9,120.0,170.0,120.0,160.0,160.0,740.0,5.0,547.5
190001241402,18.0,599.7,636.5,626.7,606.4,120.0,120.0,120.0,120.0,160.0,640.0,4.0,617.325
190001867784,24.0,348.1,443.8,530.4,486.1,140.0,120.0,100.0,120.0,100.0,580.0,1.0,452.1
190001602651,19.0,573.8,583.3,585.2,499.8,160.0,120.0,120.0,120.0,60.0,580.0,3.0,560.525
190001128641,26.0,457.9,549.7,587.6,550.5,140.0,120.0,120.0,120.0,80.0,580.0,3.0,536.425
190001428774,28.0,400.0,490.9,478.4,432.7,120.0,120.0,100.0,120.0,0.0,460.0,4.0,450.5
190001428775,17.0,407.5,430.6,451.1,448.1,100.0,120.0,120.0,120.0,100.0,560.0,4.0,434.32500000000005
190001475166,18.0,538.2,573.5,588.5,419.0,160.0,170.0,170.0,170.0,180.0,920.0,5.0,529.8
190001045809,30.0,525.9,596.7,581.2,515.8,120.0,120.0,120.0,140.0,140.0,640.0,8.0,554.9
190001128642,18.0,567.1,583.2,591.6,694.9,100.0,120.0,120.0,120.0,120.0,580.0,5.0,609.2
190001602652,23.0,379.0,342.5,494.7,400.3,120.0,120.0,140.0,120.0,100.0,600.0,8.0,404.125
190001520713,17.0,365.2,537.2,498.6,442.3,120.0,120.0,100.0,120.0,80.0,540.0,2.0,460.825
190001692743,19.0,600.5,568.1,592.7,593.3,140.0,120.0,120.0,140.0,160.0,680.0,5.0,588.65
190001779821,17.0,491.1,522.4,542.8,476.7,120.0,140.0,140.0,140.0,140.0,680.0,3.0,508.25
190001409462,20.0,470.1,587.3,549.6,462.6,160.0,120.0,120.0,160.0,100.0,660.0,3.0,517.4
190001602653,22.0,475.8,519.2,525.3,495.7,120.0,120.0,120.0,120.0,140.0,620.0,4.0,504.0
190001428777,29.0,435.6,390.2,486.0,504.6,120.0,120.0,120.0,90.0,0.0,440.0,4.0,454.1
190001602654,18.0,461.4,483.9,559.6,445.6,120.0,170.0,120.0,120.0,80.0,620.0,3.0,487.625
190001428778,18.0,505.8,457.9,490.1,401.2,120.0,120.0,120.0,120.0,120.0,600.0,5.0,463.75000000000006
190001496829,33.0,498.6,539.3,545.4,456.6,140.0,120.0,120.0,120.0,0.0,500.0,3.0,509.975
190001241405,19.0,408.3,557.4,512.8,562.7,160.0,140.0,140.0,160.0,120.0,720.0,4.0,510.3
190001779823,22.0,688.9,665.5,634.3,785.7,160.0,170.0,170.0,170.0,180.0,920.0,2.0,693.6
190001692744,18.0,532.7,505.3,529.6,458.5,120.0,120.0,120.0,140.0,160.0,660.0,5.0,506.525
190001428780,17.0,353.4,460.0,488.8,439.4,120.0,170.0,140.0,120.0,160.0,740.0,4.0,435.4
190001475167,24.0,493.9,476.2,527.2,547.3,120.0,120.0,140.0,140.0,140.0,660.0,4.0,511.15
190001045810,23.0,361.7,510.5,521.2,462.1,140.0,170.0,140.0,170.0,180.0,820.0,3.0,463.875
190001496830,18.0,423.0,529.6,549.0,634.1,140.0,120.0,120.0,120.0,80.0,580.0,4.0,533.925
190001520714,19.0,587.0,653.2,572.6,654.0,160.0,140.0,160.0,170.0,140.0,780.0,3.0,616.7
190001428781,19.0,532.4,571.7,599.9,410.6,160.0,170.0,160.0,160.0,140.0,820.0,3.0,528.65
190001409463,33.0,399.9,402.6,471.7,448.0,90.0,120.0,100.0,120.0,100.0,520.0,3.0,430.55
190001602657,20.0,584.1,665.3,586.8,499.2,140.0,120.0,120.0,120.0,100.0,600.0,2.0,583.85
190001520715,18.0,409.6,346.2,514.0,446.7,120.0,120.0,100.0,100.0,100.0,540.0,3.0,429.125
190001241407,21.0,609.6,644.1,618.5,740.6,160.0,170.0,160.0,170.0,200.0,920.0,3.0,653.2
190001045811,18.0,399.7,489.9,458.1,409.2,120.0,120.0,120.0,120.0,80.0,560.0,5.0,439.22499999999997
190001602658,24.0,481.2,504.3,518.0,383.6,120.0,120.0,120.0,120.0,0.0,480.0,3.0,471.775
190001241408,22.0,445.7,365.2,545.7,447.2,120.0,120.0,120.0,100.0,40.0,500.0,5.0,450.95
190001602659,18.0,497.9,464.1,529.0,446.9,100.0,120.0,100.0,100.0,60.0,480.0,6.0,484.475
190001428782,18.0,458.7,497.2,552.7,415.7,120.0,120.0,100.0,120.0,120.0,580.0,5.0,481.075
190001475168,21.0,390.2,495.2,521.6,646.3,120.0,120.0,120.0,90.0,80.0,520.0,4.0,513.325
190001602660,23.0,506.9,527.1,560.0,481.0,90.0,120.0,90.0,90.0,80.0,440.0,5.0,518.75
190001475169,20.0,593.2,606.2,610.2,651.3,160.0,170.0,170.0,170.0,180.0,900.0,5.0,615.225
190001602662,19.0,467.1,565.0,596.4,693.8,120.0,120.0,120.0,120.0,160.0,640.0,4.0,580.575
190001212616,33.0,489.8,506.7,540.7,408.2,120.0,120.0,120.0,120.0,120.0,600.0,4.0,486.35
190001428784,20.0,451.3,439.5,479.7,577.7,120.0,160.0,140.0,160.0,140.0,720.0,4.0,487.05
190001520716,23.0,413.9,445.6,471.2,461.9,120.0,160.0,160.0,160.0,160.0,760.0,5.0,448.15
190001520717,20.0,488.3,391.2,520.0,416.5,120.0,120.0,140.0,120.0,100.0,600.0,5.0,454.0
190001428785,17.0,485.2,540.4,498.5,458.8,120.0,120.0,120.0,120.0,120.0,600.0,4.0,495.72499999999997
190001602663,22.0,494.6,571.3,544.2,466.2,120.0,120.0,100.0,120.0,100.0,560.0,5.0,519.075
190001128649,17.0,584.3,607.1,608.4,665.2,160.0,170.0,170.0,170.0,180.0,940.0,3.0,616.25
190001428786,19.0,530.4,558.7,571.6,590.6,120.0,170.0,120.0,140.0,140.0,700.0,2.0,562.8249999999999
190001496832,23.0,503.0,483.7,528.0,473.9,120.0,160.0,140.0,160.0,120.0,700.0,7.0,497.15
190001602664,17.0,520.4,529.2,536.2,409.8,120.0,120.0,120.0,100.0,120.0,580.0,3.0,498.9
190001741638,26.0,481.2,473.5,468.4,389.0,100.0,120.0,100.0,90.0,60.0,460.0,2.0,453.025
190002040874,22.0,427.8,520.4,543.7,494.6,90.0,120.0,120.0,100.0,60.0,480.0,4.0,496.625
190001496833,22.0,343.5,341.9,496.2,394.4,100.0,120.0,100.0,140.0,60.0,520.0,5.0,394.0
190001496834,17.0,433.0,460.3,505.2,389.1,160.0,120.0,120.0,120.0,60.0,580.0,3.0,446.9
190001520718,18.0,547.9,552.0,569.7,532.9,160.0,90.0,140.0,170.0,140.0,700.0,4.0,550.625
190001480467,25.0,546.4,545.8,537.4,633.2,140.0,140.0,120.0,140.0,120.0,660.0,5.0,565.7
190001602665,19.0,456.0,559.0,545.6,451.2,120.0,170.0,160.0,140.0,180.0,780.0,5.0,502.95
190001692745,18.0,406.9,544.7,599.2,488.1,120.0,120.0,120.0,120.0,140.0,620.0,4.0,509.725
190001496835,18.0,409.4,363.5,517.1,439.9,140.0,120.0,120.0,120.0,80.0,580.0,4.0,432.475
190001428787,18.0,500.3,590.4,514.0,453.3,120.0,170.0,140.0,120.0,120.0,680.0,4.0,514.5
190001779825,27.0,511.3,402.4,398.67500000000007,549.3,160.0,120.0,140.0,160.0,140.0,720.0,3.0,465.41875
190002040876,21.0,512.0,561.0,536.7,558.9,120.0,120.0,120.0,120.0,120.0,600.0,5.0,542.15
190001705282,19.0,647.3,623.7,632.6,677.8,120.0,140.0,160.0,140.0,180.0,740.0,4.0,645.3499999999999
190001520719,20.0,442.5,399.2,486.1,390.1,140.0,160.0,160.0,170.0,80.0,720.0,5.0,429.475
190001428789,17.0,455.5,562.8,537.7,374.2,120.0,120.0,120.0,120.0,100.0,580.0,6.0,482.55
190001428791,20.0,403.5,376.6,510.2,498.8,140.0,120.0,140.0,120.0,140.0,660.0,4.0,447.275
190001428792,25.0,520.4,559.3,561.9,597.8,100.0,120.0,120.0,100.0,60.0,500.0,6.0,559.8499999999999
190001045816,19.0,449.3,429.2,537.4,426.7,90.0,140.0,120.0,120.0,160.0,620.0,6.0,460.65000000000003
190001045817,25.0,471.7,494.4,495.4,542.0,120.0,120.0,120.0,140.0,120.0,620.0,3.0,500.875
190001128650,26.0,544.2,592.9,603.9,488.9,120.0,120.0,100.0,120.0,120.0,580.0,5.0,557.475
190001496838,17.0,470.1,544.7,548.4,438.8,140.0,170.0,170.0,170.0,140.0,860.0,4.0,500.5
190001241414,22.0,551.1,545.7,538.5,627.7,100.0,120.0,100.0,100.0,0.0,420.0,6.0,565.75
190001045818,33.0,503.3,602.8,582.5,489.3,120.0,120.0,160.0,120.0,80.0,600.0,6.0,544.475
190001212617,24.0,375.7,406.9,433.1,410.5,100.0,120.0,120.0,120.0,40.0,500.0,5.0,406.54999999999995
190001496839,18.0,399.1,490.9,503.9,564.9,160.0,170.0,160.0,170.0,180.0,900.0,3.0,489.70000000000005
190001867788,18.0,512.5,547.1,581.1,417.9,120.0,120.0,120.0,120.0,120.0,600.0,3.0,514.65
190001743761,33.0,433.6,538.5,534.5,370.9,120.0,120.0,120.0,120.0,100.0,580.0,2.0,469.375
190001128652,30.0,391.0,513.9,487.3,497.0,120.0,120.0,100.0,100.0,60.0,500.0,3.0,472.3
190001613143,21.0,562.7,628.4,579.8,612.6,160.0,170.0,170.0,170.0,180.0,920.0,2.0,595.875
190001520722,33.0,549.4,613.4,595.2,409.2,140.0,90.0,90.0,120.0,20.0,360.0,3.0,541.8
190002229253,32.0,494.9,530.6,506.9,460.2,120.0,120.0,120.0,120.0,60.0,540.0,4.0,498.15000000000003
190001520723,20.0,418.7,482.9,514.3,470.3,120.0,120.0,120.0,100.0,60.0,520.0,5.0,471.54999999999995
190001520725,18.0,482.0,478.0,564.4,465.5,120.0,120.0,120.0,100.0,80.0,540.0,4.0,497.475
190001241416,18.0,537.5,537.2,599.3,599.3,160.0,170.0,160.0,170.0,160.0,840.0,4.0,568.325
190001093230,17.0,472.6,361.7,502.6,438.8,100.0,120.0,120.0,120.0,40.0,500.0,7.0,443.925
190001692746,23.0,403.3,434.7,506.8,380.7,120.0,120.0,120.0,120.0,20.0,500.0,4.0,431.375
190001428794,19.0,577.7,557.4,595.6,576.6,140.0,140.0,140.0,120.0,120.0,660.0,4.0,576.8249999999999
190001496841,19.0,449.8,489.3,471.5,403.2,120.0,90.0,90.0,90.0,0.0,360.0,4.0,453.45
190001520727,18.0,565.4,559.4,596.6,492.7,120.0,170.0,140.0,170.0,140.0,760.0,4.0,553.525
190001613145,17.0,386.9,380.0,423.8,424.8,120.0,90.0,90.0,120.0,40.0,360.0,5.0,403.875
190001658331,18.0,622.1,629.8,612.0,674.4,160.0,170.0,170.0,160.0,160.0,860.0,4.0,634.575
190001613146,21.0,545.9,617.7,578.8,469.1,120.0,120.0,120.0,120.0,20.0,500.0,2.0,552.875
190001475171,25.0,360.4,569.3,534.6,463.7,100.0,120.0,120.0,140.0,120.0,600.0,4.0,482.0
190001741639,18.0,515.8,510.0,509.4,566.0,160.0,120.0,140.0,170.0,140.0,740.0,4.0,525.3
190001128653,21.0,533.1,532.1,573.6,659.6,120.0,170.0,140.0,120.0,140.0,720.0,6.0,574.6
190001045820,20.0,396.4,485.6,465.1,539.8,120.0,120.0,120.0,120.0,100.0,580.0,3.0,471.72499999999997
190001658332,23.0,462.1,438.1,508.7,403.6,90.0,120.0,120.0,120.0,0.0,440.0,6.0,453.125
190001692747,33.0,476.5,564.2,511.7,556.6,120.0,120.0,100.0,100.0,120.0,560.0,3.0,527.25
190001496842,25.0,535.5,558.1,579.4,761.8,160.0,140.0,120.0,170.0,100.0,700.0,3.0,608.7
190001475172,17.0,466.0,446.6,440.9,480.6,100.0,120.0,100.0,120.0,80.0,520.0,3.0,458.525
190001475173,26.0,467.7,643.2,560.0,620.7,140.0,120.0,140.0,160.0,140.0,700.0,5.0,572.9000000000001
190001613147,17.0,383.5,550.0,519.0,394.4,120.0,160.0,120.0,120.0,60.0,580.0,8.0,461.725
190001128655,17.0,444.2,459.1,490.5,381.0,120.0,140.0,140.0,160.0,180.0,740.0,3.0,443.7
190001428795,23.0,552.8,625.2,549.0,695.0,140.0,140.0,120.0,120.0,60.0,580.0,7.0,605.5
190001867791,18.0,361.7,486.3,541.4,569.9,120.0,160.0,140.0,120.0,80.0,620.0,3.0,489.82500000000005
190001613149,18.0,637.0,631.9,611.3,758.3,160.0,170.0,170.0,170.0,140.0,860.0,6.0,659.625
190001613150,18.0,541.5,607.4,587.0,606.0,120.0,120.0,120.0,120.0,100.0,580.0,3.0,585.475
190001428796,17.0,393.3,423.4,505.6,500.5,160.0,160.0,120.0,160.0,120.0,720.0,4.0,455.70000000000005
190001692748,19.0,389.6,551.0,543.9,445.4,120.0,120.0,120.0,140.0,80.0,580.0,2.0,482.475
190001212618,18.0,391.3,398.2,423.2,395.2,100.0,120.0,120.0,120.0,60.0,520.0,6.0,401.975
190001475174,19.0,523.4,574.8,577.9,550.2,120.0,120.0,120.0,120.0,140.0,620.0,4.0,556.575
190001184606,24.0,511.1,554.4,559.4,607.5,120.0,120.0,120.0,120.0,80.0,560.0,6.0,558.1
190001613151,17.0,463.7,510.5,516.8,572.8,120.0,140.0,100.0,120.0,120.0,600.0,3.0,515.95
190001613152,19.0,466.5,488.3,544.1,442.3,140.0,140.0,140.0,120.0,120.0,660.0,3.0,485.3
190001779828,33.0,583.2,558.9,612.7,416.7,140.0,140.0,140.0,160.0,100.0,680.0,4.0,542.875
190001241422,17.0,471.5,505.2,564.0,518.2,160.0,120.0,120.0,120.0,180.0,700.0,3.0,514.725
190001428798,17.0,354.5,402.6,448.2,366.7,120.0,120.0,90.0,100.0,100.0,520.0,4.0,393.0
190001128657,22.0,360.2,371.3,455.5,482.1,140.0,120.0,120.0,120.0,100.0,600.0,8.0,417.275
190001480470,33.0,426.9,524.9,477.1,527.2,120.0,120.0,100.0,120.0,40.0,500.0,4.0,489.02500000000003
190001692749,18.0,486.4,450.5,449.4,509.4,120.0,90.0,90.0,100.0,0.0,300.0,4.0,473.92499999999995
190001613153,17.0,599.4,582.8,552.7,601.8,120.0,120.0,120.0,120.0,120.0,600.0,3.0,584.175
190001520729,17.0,594.3,641.0,616.4,710.2,160.0,160.0,140.0,160.0,80.0,700.0,3.0,640.4749999999999
190001244954,26.0,537.7,569.0,615.9,612.7,160.0,160.0,120.0,120.0,120.0,680.0,2.0,583.825
190001496844,23.0,505.6,575.8,558.4,628.7,160.0,170.0,160.0,160.0,200.0,860.0,5.0,567.125
190001244956,20.0,600.4,598.8,611.5,666.4,170.0,170.0,170.0,170.0,200.0,970.0,3.0,619.275
190001244955,18.0,590.2,584.4,613.2,622.8,160.0,170.0,160.0,140.0,160.0,800.0,4.0,602.65
190001496845,21.0,492.9,512.5,539.3,417.8,120.0,120.0,140.0,120.0,80.0,580.0,2.0,490.62499999999994
190001244957,33.0,499.9,484.6,500.7,455.6,100.0,90.0,90.0,90.0,0.0,250.0,5.0,485.20000000000005
190001244958,18.0,575.1,627.5,616.9,700.0,160.0,120.0,140.0,160.0,180.0,760.0,4.0,629.875
190001082491,18.0,468.2,506.2,446.2,472.8,120.0,120.0,120.0,120.0,60.0,540.0,6.0,473.34999999999997
190001428799,19.0,589.5,567.3,576.8,694.1,160.0,170.0,170.0,170.0,140.0,840.0,2.0,606.925
190001480472,20.0,566.9,518.0,558.1,398.3,140.0,170.0,140.0,140.0,120.0,720.0,5.0,510.325
190001212620,24.0,543.5,600.5,572.7,696.2,160.0,170.0,170.0,170.0,180.0,920.0,4.0,603.225
190001613155,33.0,501.9,554.6,531.6,401.1,90.0,90.0,90.0,90.0,0.0,250.0,3.0,497.29999999999995
190001409464,20.0,440.2,382.4,507.8,520.4,120.0,100.0,90.0,90.0,60.0,440.0,4.0,462.69999999999993
190001244960,22.0,540.4,570.0,570.7,584.7,120.0,120.0,120.0,120.0,100.0,580.0,4.0,566.45
190002278301,17.0,500.5,511.4,553.2,501.8,140.0,170.0,140.0,120.0,140.0,720.0,7.0,516.725
190001128659,17.0,493.7,549.6,563.7,626.4,140.0,140.0,140.0,160.0,140.0,720.0,4.0,558.35
190001613156,20.0,618.4,646.7,613.7,808.2,120.0,120.0,120.0,120.0,200.0,680.0,3.0,671.75
190001128660,18.0,490.2,506.5,542.2,463.9,160.0,120.0,170.0,160.0,200.0,820.0,5.0,500.70000000000005
190001045822,33.0,342.8,438.9,413.2,390.4,100.0,160.0,120.0,140.0,100.0,620.0,6.0,396.32500000000005
190001520732,19.0,544.6,616.1,581.3,698.2,160.0,140.0,160.0,160.0,160.0,780.0,4.0,610.05
190001428804,19.0,411.1,462.2,486.9,541.6,120.0,120.0,120.0,120.0,80.0,560.0,4.0,475.44999999999993
190001475176,18.0,346.1,502.5,514.7,464.3,100.0,100.0,90.0,100.0,60.0,440.0,2.0,456.90000000000003
190001613158,18.0,387.6,401.5,482.7,430.2,90.0,90.0,90.0,90.0,0.0,250.0,4.0,425.5
190001692752,18.0,504.7,537.0,556.6,528.4,120.0,120.0,120.0,160.0,80.0,600.0,3.0,531.6750000000001
190001692753,33.0,335.6,467.0,523.7,381.8,140.0,120.0,120.0,160.0,160.0,700.0,4.0,427.02500000000003
190001613159,22.0,387.4,481.6,520.1,480.5,120.0,90.0,90.0,90.0,40.0,320.0,4.0,467.4
190001520733,26.0,475.8,538.2,558.9,432.3,120.0,120.0,120.0,140.0,120.0,620.0,5.0,501.3
190001520734,18.0,516.6,437.7,517.5,439.1,140.0,120.0,120.0,120.0,0.0,500.0,6.0,477.725
190001496850,18.0,488.2,408.1,454.2,407.4,100.0,90.0,90.0,90.0,0.0,260.0,4.0,439.475
190001037378,17.0,412.5,471.9,490.6,419.4,120.0,120.0,120.0,140.0,120.0,620.0,4.0,448.6
190001658334,31.0,550.8,565.6,578.5,545.9,120.0,120.0,120.0,120.0,160.0,640.0,3.0,560.2
190001045823,17.0,426.9,397.1,474.7,498.6,160.0,120.0,160.0,160.0,120.0,720.0,3.0,449.32500000000005
190001496851,18.0,371.9,546.0,552.7,541.9,120.0,120.0,100.0,120.0,140.0,600.0,3.0,503.125
190001212621,18.0,369.6,465.5,526.4,510.3,140.0,120.0,120.0,160.0,100.0,640.0,2.0,467.95
190001244962,18.0,409.4,527.3,544.2,488.4,120.0,160.0,120.0,120.0,160.0,680.0,4.0,492.32500000000005
190001244963,33.0,426.3,434.0,455.1,455.2,90.0,140.0,120.0,120.0,80.0,540.0,3.0,442.65000000000003
190001867794,19.0,496.1,586.1,554.2,597.5,140.0,120.0,120.0,120.0,100.0,600.0,3.0,558.475
190001339070,21.0,501.1,568.2,547.8,531.4,160.0,170.0,160.0,170.0,180.0,880.0,3.0,537.125
190001244965,33.0,520.9,562.4,534.6,535.2,100.0,90.0,90.0,90.0,0.0,320.0,3.0,538.2750000000001
190001480473,33.0,591.6,629.8,625.1,638.1,100.0,120.0,140.0,120.0,20.0,500.0,3.0,621.15
190001692754,18.0,490.3,430.6,517.9,418.2,120.0,90.0,90.0,140.0,40.0,380.0,4.0,464.25000000000006
190001496853,26.0,471.4,534.4,506.5,364.2,120.0,120.0,120.0,120.0,0.0,480.0,4.0,469.125
190001692755,27.0,469.3,475.5,532.6,440.2,120.0,100.0,90.0,100.0,100.0,500.0,2.0,479.40000000000003
190001128661,18.0,503.0,462.9,478.9,404.5,100.0,120.0,120.0,100.0,120.0,560.0,3.0,462.325
190001244966,22.0,514.5,541.7,435.2,435.0,120.0,120.0,120.0,120.0,100.0,580.0,5.0,481.6
190001128662,19.0,578.9,568.5,592.6,431.8,140.0,120.0,140.0,160.0,80.0,640.0,4.0,542.95
190001705285,20.0,548.4,586.9,468.5,565.7,140.0,120.0,160.0,160.0,160.0,740.0,3.0,542.375
190001244967,33.0,545.4,600.3,535.9,417.6,120.0,170.0,120.0,140.0,80.0,640.0,3.0,524.8
190001244968,17.0,532.7,550.5,569.2,591.2,160.0,120.0,100.0,160.0,180.0,720.0,3.0,560.9000000000001
190001212622,26.0,431.4,483.7,506.5,389.6,100.0,120.0,120.0,140.0,100.0,580.0,2.0,452.79999999999995
190001496854,17.0,561.9,588.2,597.3,580.3,160.0,170.0,160.0,170.0,160.0,860.0,4.0,581.925
190001128663,19.0,424.2,561.4,554.0,503.0,140.0,170.0,120.0,160.0,120.0,720.0,4.0,510.65
190001480475,25.0,474.3,516.4,568.1,535.0,140.0,120.0,120.0,140.0,160.0,680.0,3.0,523.45
190001428808,19.0,449.3,587.7,546.8,537.7,120.0,120.0,100.0,120.0,140.0,600.0,4.0,530.375
190001741640,29.0,367.8,397.1,398.67500000000007,399.4,120.0,90.0,90.0,90.0,0.0,280.0,3.0,390.7437500000001
190001244969,18.0,500.7,572.5,600.9,724.1,160.0,160.0,140.0,160.0,120.0,740.0,4.0,599.55
190001613163,17.0,346.1,363.7,474.2,375.7,120.0,120.0,100.0,120.0,0.0,460.0,4.0,389.925
190001212624,22.0,454.4,507.1,432.1,412.5,120.0,90.0,120.0,120.0,80.0,520.0,5.0,451.525
190001480477,31.0,492.4,356.6,517.8,375.1,120.0,120.0,140.0,120.0,140.0,640.0,4.0,435.475
190001692758,33.0,518.1,492.5,593.9,483.2,120.0,140.0,120.0,100.0,120.0,600.0,2.0,521.925
190001128665,20.0,663.3,665.4,560.0,714.3,170.0,170.0,170.0,170.0,180.0,960.0,3.0,650.75
190001045825,20.0,552.1,484.4,553.5,485.2,140.0,120.0,160.0,170.0,160.0,760.0,5.0,518.8
190001496856,18.0,591.6,613.9,603.0,633.1,160.0,170.0,170.0,170.0,160.0,900.0,3.0,610.4
190001779832,25.0,560.7,514.5,564.3,558.2,120.0,170.0,140.0,120.0,0.0,580.0,4.0,549.425
190001244970,30.0,621.6,660.9,651.0,727.1,160.0,120.0,160.0,170.0,180.0,800.0,3.0,665.15
190001520735,21.0,444.3,418.6,560.6,470.1,140.0,140.0,120.0,120.0,140.0,660.0,3.0,473.4
190001867796,19.0,344.8,440.1,459.0,458.9,120.0,120.0,120.0,120.0,60.0,540.0,3.0,425.70000000000005
190001244971,17.0,422.2,500.0,506.2,503.6,120.0,120.0,120.0,120.0,160.0,640.0,3.0,483.0
190001244972,22.0,617.1,523.3,547.7,623.2,140.0,120.0,100.0,120.0,80.0,560.0,4.0,577.825
190001705286,21.0,416.3,538.2,522.6,675.3,140.0,160.0,120.0,120.0,140.0,680.0,4.0,538.0999999999999
190001705287,18.0,422.4,561.6,558.8,581.3,120.0,140.0,100.0,120.0,120.0,600.0,3.0,531.025
190001428809,17.0,590.3,628.3,535.9,663.8,160.0,170.0,160.0,170.0,200.0,900.0,3.0,604.575
190001496858,17.0,566.2,591.1,624.4,533.9,120.0,170.0,140.0,120.0,140.0,700.0,4.0,578.9000000000001
190001212625,18.0,612.9,616.4,585.5,606.3,140.0,170.0,160.0,120.0,120.0,720.0,4.0,605.275
190001128666,18.0,616.5,600.8,595.5,651.4,160.0,160.0,170.0,170.0,140.0,820.0,3.0,616.05
190001867797,25.0,476.8,533.9,553.3,438.4,120.0,120.0,120.0,120.0,80.0,560.0,2.0,500.6
190001692759,21.0,514.8,506.0,568.0,441.2,120.0,120.0,100.0,120.0,80.0,540.0,5.0,507.5
190001613169,17.0,461.5,390.8,398.67500000000007,562.3,120.0,120.0,100.0,120.0,80.0,540.0,3.0,453.31874999999997
190001613170,18.0,362.5,479.1,568.8,402.6,120.0,120.0,120.0,120.0,40.0,520.0,6.0,453.25
190001520737,22.0,520.2,580.6,607.0,590.4,140.0,170.0,140.0,160.0,160.0,780.0,5.0,574.5500000000001
190001212626,20.0,509.5,549.5,505.1,543.8,160.0,170.0,170.0,160.0,180.0,900.0,2.0,526.9749999999999
190001613171,24.0,476.3,535.1,570.5,616.3,120.0,120.0,120.0,120.0,160.0,640.0,3.0,549.55
190001123441,19.0,371.6,371.2,487.4,416.4,140.0,140.0,120.0,160.0,140.0,700.0,4.0,411.65
190001658338,24.0,541.6,565.8,596.6,591.2,120.0,120.0,120.0,120.0,80.0,560.0,4.0,573.8
190001045826,21.0,374.4,451.3,436.0,388.6,120.0,120.0,90.0,90.0,60.0,460.0,3.0,412.57500000000005
190001658339,22.0,562.7,541.7,534.7,563.5,120.0,120.0,120.0,120.0,120.0,600.0,2.0,550.6500000000001
190001409467,33.0,505.9,458.0,535.1,501.2,120.0,160.0,160.0,120.0,200.0,760.0,3.0,500.05
190001480478,33.0,453.2,466.7,506.3,449.8,120.0,120.0,120.0,100.0,60.0,520.0,5.0,469.0
190001613172,18.0,424.6,537.5,566.7,587.3,140.0,120.0,120.0,120.0,100.0,600.0,4.0,529.0250000000001
190001741641,21.0,504.1,568.6,524.5,418.2,140.0,140.0,120.0,120.0,80.0,600.0,5.0,503.85
190001613174,19.0,517.2,473.6,479.5,509.6,140.0,120.0,140.0,120.0,80.0,600.0,3.0,494.975
190001128667,19.0,589.8,633.8,609.6,707.4,160.0,160.0,140.0,170.0,180.0,820.0,4.0,635.15
190001613175,17.0,487.2,451.4,516.4,556.2,120.0,120.0,120.0,100.0,0.0,460.0,4.0,502.8
190001428811,22.0,559.8,612.9,580.3,533.3,160.0,170.0,160.0,170.0,160.0,880.0,3.0,571.5749999999999
190001613176,18.0,461.2,438.7,529.7,491.1,100.0,90.0,90.0,120.0,40.0,420.0,4.0,480.17499999999995
