NU_INSCRICAO,NU_IDADE,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q005,NU_NOTA_MEDIA
190001425190,21.0,533.9,489.8,574.7,456.5,140.0,170.0,160.0,140.0,160.0,800.0,3.0,513.725
190001425191,20.0,568.6,634.4,590.0,514.0,140.0,120.0,120.0,120.0,120.0,620.0,3.0,576.75
190001425192,24.0,471.8,453.8,398.67500000000007,377.0,120.0,120.0,120.0,120.0,100.0,580.0,3.0,425.31875
190001425193,19.0,541.3,624.2,567.3,442.2,140.0,160.0,140.0,160.0,80.0,680.0,5.0,543.75
190001692723,19.0,515.0,540.3,587.8,606.8,120.0,120.0,140.0,120.0,80.0,580.0,4.0,562.4749999999999
190001658319,22.0,434.3,537.4,533.1,476.0,120.0,120.0,140.0,160.0,100.0,640.0,3.0,495.20000000000005
190001133233,23.0,540.2,566.0,471.7,581.3,120.0,100.0,120.0,120.0,120.0,580.0,5.0,539.8
190001493211,19.0,441.4,332.4,532.8,362.0,120.0,170.0,120.0,120.0,120.0,660.0,2.0,417.15
190001237846,18.0,602.9,657.2,645.7,678.6,160.0,170.0,170.0,170.0,140.0,880.0,4.0,646.1
190001658320,21.0,425.8,471.1,527.2,412.1,120.0,120.0,120.0,100.0,100.0,560.0,3.0,459.05000000000007
190001779805,17.0,505.8,566.2,574.5,509.0,160.0,100.0,120.0,120.0,120.0,620.0,4.0,538.875
190001595715,21.0,483.2,537.0,574.8,580.8,160.0,170.0,160.0,170.0,120.0,800.0,2.0,543.95
190001595716,21.0,620.0,651.3,640.3,804.5,160.0,170.0,140.0,160.0,160.0,800.0,4.0,679.025
190001237847,27.0,443.2,534.1,516.1,426.1,90.0,120.0,100.0,100.0,60.0,460.0,1.0,479.875
190001237848,22.0,594.3,587.3,596.9,646.4,120.0,170.0,120.0,140.0,100.0,680.0,1.0,606.225
190001520689,22.0,468.8,480.3,502.9,445.1,90.0,120.0,90.0,100.0,20.0,400.0,6.0,474.275
190001779807,17.0,405.6,507.6,517.3,536.8,160.0,120.0,140.0,120.0,140.0,680.0,3.0,491.825
190001199389,18.0,537.5,507.7,565.1,560.3,140.0,120.0,140.0,100.0,160.0,660.0,5.0,542.6500000000001
190001237849,33.0,536.7,568.6,533.3,709.9,160.0,160.0,140.0,170.0,160.0,800.0,4.0,587.125
190001599147,18.0,566.5,570.6,549.9,594.9,120.0,120.0,120.0,140.0,180.0,680.0,5.0,570.475
190001480452,19.0,646.1,614.5,590.1,747.6,140.0,170.0,170.0,170.0,120.0,840.0,4.0,649.5749999999999
190001133235,17.0,425.4,596.1,581.3,591.9,120.0,120.0,120.0,120.0,100.0,580.0,4.0,548.675
190001237850,25.0,446.3,508.4,462.8,619.6,120.0,90.0,90.0,100.0,0.0,300.0,4.0,509.275
190001520690,28.0,503.9,568.1,553.2,636.7,140.0,120.0,120.0,120.0,160.0,660.0,5.0,565.475
190001133236,20.0,481.3,502.8,570.4,532.4,90.0,90.0,90.0,90.0,0.0,250.0,2.0,521.725
190001237851,29.0,525.7,600.2,606.0,424.7,120.0,120.0,140.0,120.0,120.0,620.0,1.0,539.15
190001210212,17.0,441.2,558.4,590.7,690.8,160.0,170.0,170.0,160.0,200.0,920.0,5.0,570.275
190001210213,20.0,462.5,376.4,547.8,509.9,140.0,120.0,120.0,120.0,140.0,640.0,5.0,474.15
190001425197,22.0,478.1,428.6,516.8,491.9,120.0,120.0,90.0,120.0,80.0,520.0,2.0,478.85
190001237852,21.0,565.8,590.2,595.0,632.2,160.0,170.0,170.0,170.0,200.0,920.0,2.0,595.8
190001475160,27.0,627.8,664.5,618.8,771.5,170.0,170.0,170.0,170.0,140.0,920.0,6.0,670.65
190001425198,21.0,424.1,500.5,481.7,406.8,120.0,120.0,120.0,140.0,100.0,600.0,3.0,453.275
190001599153,20.0,535.9,638.1,590.7,697.1,160.0,170.0,140.0,120.0,120.0,720.0,4.0,615.45
190001042850,20.0,469.3,422.8,461.5,442.6,140.0,170.0,160.0,120.0,0.0,600.0,8.0,449.04999999999995
190001520691,24.0,533.1,575.7,529.2,688.7,100.0,120.0,100.0,120.0,120.0,560.0,2.0,581.6750000000001
190001599154,19.0,514.0,479.0,501.2,499.7,160.0,160.0,160.0,160.0,120.0,760.0,4.0,498.475
190001133237,25.0,477.9,479.6,554.1,561.4,120.0,120.0,120.0,120.0,80.0,560.0,2.0,518.25
190001599155,19.0,618.1,649.9,602.2,813.0,160.0,160.0,140.0,160.0,120.0,740.0,4.0,670.8
190001782203,18.0,547.6,430.4,474.0,453.8,120.0,100.0,100.0,100.0,100.0,520.0,4.0,476.45
190001599156,20.0,440.8,520.4,503.2,365.0,140.0,120.0,120.0,120.0,140.0,640.0,6.0,457.35
190002037447,19.0,457.8,561.8,573.5,597.0,140.0,120.0,160.0,160.0,100.0,680.0,3.0,547.525
190001599157,22.0,582.6,567.3,599.8,599.2,120.0,120.0,120.0,120.0,160.0,640.0,6.0,587.225
190001520692,18.0,496.2,468.9,490.8,542.0,100.0,120.0,120.0,140.0,80.0,560.0,4.0,499.47499999999997
190001599158,27.0,516.7,538.3,588.8,446.9,100.0,100.0,90.0,90.0,20.0,380.0,4.0,522.675
190001493212,33.0,502.0,538.7,520.2,452.0,100.0,120.0,100.0,100.0,80.0,500.0,5.0,503.225
190001599159,17.0,559.8,591.1,629.1,573.8,140.0,120.0,120.0,140.0,140.0,660.0,5.0,588.45
190001520693,23.0,378.3,431.4,520.4,401.4,120.0,140.0,120.0,120.0,100.0,600.0,6.0,432.875
190001705271,18.0,497.1,489.2,566.3,442.4,120.0,140.0,120.0,120.0,100.0,600.0,4.0,498.75
190002037448,30.0,408.7,365.6,489.0,425.6,120.0,120.0,100.0,120.0,0.0,460.0,4.0,422.225
190001493213,24.0,586.7,660.7,601.9,833.6999999999999,140.0,120.0,100.0,120.0,120.0,600.0,5.0,670.75
190001480453,20.0,596.0,565.8,575.9,677.1,140.0,170.0,170.0,170.0,200.0,900.0,4.0,603.6999999999999
190003152509,27.0,362.8,408.8,398.67500000000007,434.4,90.0,120.0,90.0,90.0,0.0,360.0,6.0,401.16875000000005
190001779810,32.0,441.0,572.1,578.8,515.8,140.0,160.0,160.0,160.0,120.0,740.0,2.0,526.925
190001520694,17.0,459.8,629.1,573.4,675.1,160.0,120.0,170.0,170.0,200.0,880.0,4.0,584.35
190001867773,18.0,480.8,485.5,534.9,582.7,120.0,120.0,120.0,120.0,80.0,560.0,3.0,520.9749999999999
190001339061,25.0,500.1,510.0,578.3,622.0,100.0,120.0,100.0,100.0,20.0,440.0,6.0,552.6
190002037449,33.0,442.4,519.2,398.67500000000007,384.0,100.0,100.0,100.0,120.0,80.0,500.0,4.0,436.06875
190001520695,20.0,419.4,387.1,512.4,394.5,140.0,120.0,120.0,120.0,140.0,640.0,2.0,428.35
190001599161,22.0,498.3,438.1,447.0,540.5,120.0,160.0,120.0,170.0,80.0,680.0,5.0,480.975
190001133239,17.0,481.8,397.5,481.2,437.3,120.0,120.0,120.0,100.0,0.0,460.0,7.0,449.45
190001042851,21.0,540.1,565.6,541.6,575.6,170.0,170.0,170.0,170.0,200.0,940.0,3.0,555.725
190001599162,17.0,415.1,573.3,542.6,632.7,140.0,120.0,120.0,120.0,100.0,600.0,4.0,540.925
190001599163,21.0,515.6,608.3,624.8,618.2,160.0,170.0,160.0,120.0,120.0,740.0,7.0,591.725
190001692727,18.0,552.4,605.8,582.1,649.4,120.0,120.0,120.0,120.0,140.0,620.0,4.0,597.425
190001133241,21.0,514.6,570.6,568.7,537.8,120.0,90.0,120.0,120.0,100.0,540.0,3.0,547.925
190001042852,17.0,412.6,552.9,549.1,478.0,120.0,120.0,120.0,170.0,80.0,640.0,5.0,498.15
190001692728,23.0,446.5,532.4,536.0,549.3,160.0,170.0,140.0,160.0,140.0,780.0,1.0,516.05
190001599164,17.0,468.5,462.2,534.2,393.5,140.0,120.0,120.0,120.0,80.0,580.0,2.0,464.6
190001042853,25.0,407.4,403.7,460.2,390.9,90.0,120.0,120.0,90.0,80.0,480.0,3.0,415.54999999999995
190001692729,33.0,473.5,570.0,549.9,429.1,140.0,120.0,120.0,140.0,100.0,620.0,3.0,505.625
190001705272,23.0,636.2,638.2,626.4,774.1,170.0,170.0,170.0,170.0,200.0,970.0,4.0,668.725
190001692730,17.0,530.5,635.2,584.7,635.1,120.0,140.0,140.0,120.0,60.0,580.0,4.0,596.375
190001520696,18.0,595.1,547.7,527.3,592.1,140.0,170.0,170.0,160.0,140.0,800.0,3.0,565.5500000000001
190002037451,33.0,402.0,475.1,524.0,406.4,90.0,100.0,90.0,90.0,60.0,400.0,4.0,451.875
190001425200,20.0,500.9,567.1,524.3,423.3,120.0,120.0,120.0,100.0,60.0,520.0,3.0,503.9
190001425201,23.0,550.4,547.5,535.9,581.0,160.0,170.0,160.0,160.0,120.0,780.0,6.0,553.7
190001042854,18.0,352.9,471.1,539.4,475.2,120.0,120.0,120.0,140.0,140.0,640.0,2.0,459.65000000000003
190003191568,23.0,555.7,639.7,579.0,674.8,160.0,170.0,170.0,170.0,180.0,920.0,6.0,612.3
190001493215,27.0,545.5,389.0,451.1,411.0,100.0,120.0,120.0,90.0,60.0,480.0,4.0,449.15
190001237855,17.0,448.6,531.2,563.3,480.3,160.0,120.0,120.0,140.0,140.0,680.0,3.0,505.84999999999997
190001779812,20.0,495.7,517.4,528.2,471.0,100.0,120.0,120.0,100.0,120.0,560.0,3.0,503.075
190001743758,33.0,340.5,405.3,503.0,395.0,100.0,120.0,90.0,100.0,80.0,480.0,2.0,410.95
190001210216,20.0,488.3,469.3,558.2,516.1,120.0,90.0,90.0,100.0,0.0,300.0,3.0,507.975
190001045801,32.0,493.7,569.8,497.4,498.4,120.0,120.0,120.0,140.0,0.0,500.0,4.0,514.825
190001037377,25.0,379.5,559.0,526.7,405.4,140.0,120.0,140.0,120.0,20.0,540.0,3.0,467.65
190001599169,18.0,582.3,577.9,594.4,656.3,160.0,140.0,140.0,140.0,120.0,700.0,3.0,602.7249999999999
190001599171,20.0,337.6,396.1,471.2,419.2,120.0,120.0,120.0,140.0,120.0,620.0,4.0,406.02500000000003
190001493216,18.0,424.6,457.8,491.4,473.0,120.0,90.0,90.0,140.0,0.0,400.0,3.0,461.70000000000005
190001599172,17.0,450.2,541.8,520.4,449.4,140.0,120.0,100.0,120.0,120.0,600.0,4.0,490.45000000000005
190001237857,18.0,477.5,543.1,544.0,518.0,120.0,120.0,120.0,120.0,80.0,560.0,3.0,520.65
190001425206,24.0,360.0,489.5,530.9,445.7,90.0,90.0,90.0,90.0,0.0,250.0,2.0,456.52500000000003
190001237858,17.0,636.7,590.3,615.8,805.1,160.0,170.0,160.0,170.0,200.0,880.0,4.0,661.975
190001133244,22.0,351.4,458.8,475.7,505.5,120.0,120.0,90.0,100.0,120.0,540.0,3.0,447.85
190001599174,18.0,406.6,483.4,528.5,511.3,120.0,120.0,120.0,120.0,100.0,580.0,4.0,482.45
190001133245,18.0,513.9,411.7,478.6,366.2,120.0,100.0,100.0,120.0,80.0,520.0,4.0,442.59999999999997
190001199390,21.0,349.3,473.1,505.3,476.4,120.0,120.0,120.0,100.0,80.0,540.0,4.0,451.025
190001599175,33.0,483.0,516.1,457.2,425.6,120.0,170.0,120.0,120.0,100.0,660.0,4.0,470.475
190001692735,19.0,417.8,531.6,493.2,393.2,140.0,160.0,100.0,140.0,80.0,620.0,4.0,458.95000000000005
190001241370,20.0,547.4,529.6,534.1,643.7,120.0,140.0,120.0,120.0,100.0,600.0,1.0,563.7
190001520699,18.0,445.1,444.9,489.1,476.9,100.0,90.0,90.0,100.0,0.0,340.0,5.0,464.0
190001425209,22.0,482.3,530.9,537.9,564.5,120.0,120.0,120.0,100.0,100.0,560.0,3.0,528.9
190002037453,20.0,522.3,540.7,559.1,532.6,120.0,140.0,120.0,160.0,200.0,740.0,1.0,538.675
190001425210,17.0,378.6,483.8,455.2,441.9,100.0,100.0,100.0,100.0,120.0,520.0,3.0,439.875
190001493219,22.0,491.4,563.5,573.5,573.8,120.0,120.0,90.0,120.0,120.0,560.0,1.0,550.55
190001241371,33.0,466.9,487.0,510.8,666.0,140.0,120.0,120.0,120.0,0.0,500.0,3.0,532.675
190001599176,17.0,471.8,591.2,587.1,611.6,120.0,120.0,120.0,120.0,120.0,600.0,3.0,565.425
190001339062,21.0,465.1,565.5,522.6,421.8,100.0,120.0,100.0,120.0,80.0,520.0,5.0,493.74999999999994
190001520700,28.0,547.7,578.9,556.2,486.2,120.0,120.0,120.0,120.0,100.0,580.0,1.0,542.25
190001705274,18.0,565.5,545.2,546.9,705.2,160.0,160.0,170.0,170.0,160.0,840.0,4.0,590.7
190001210217,18.0,483.2,469.5,529.6,537.5,160.0,170.0,160.0,160.0,200.0,880.0,3.0,504.95000000000005
190001705275,17.0,431.6,440.1,507.9,502.0,120.0,90.0,90.0,100.0,0.0,360.0,3.0,470.4
190001599179,18.0,557.1,567.2,575.5,568.6,160.0,120.0,170.0,170.0,140.0,780.0,3.0,567.1
190001241372,33.0,503.3,592.9,575.9,576.7,140.0,120.0,120.0,120.0,20.0,520.0,3.0,562.2
190001599181,18.0,399.9,544.2,519.9,405.6,100.0,90.0,90.0,100.0,0.0,280.0,3.0,467.4
190001241373,20.0,447.6,464.0,483.6,578.8,160.0,140.0,120.0,120.0,140.0,680.0,5.0,493.5
190001520701,18.0,346.8,403.9,398.67500000000007,473.1,100.0,120.0,120.0,100.0,60.0,500.0,8.0,405.61875
190001599183,19.0,509.7,520.1,552.4,578.1,140.0,120.0,120.0,100.0,120.0,600.0,4.0,540.0749999999999
190001743759,33.0,429.3,533.1,544.6,460.4,120.0,120.0,100.0,90.0,160.0,580.0,4.0,491.85
190001658323,18.0,566.1,564.5,522.3,379.2,120.0,120.0,120.0,120.0,140.0,620.0,4.0,508.025
190001241376,31.0,397.5,503.0,533.9,470.7,120.0,120.0,90.0,120.0,120.0,560.0,2.0,476.27500000000003
190001480457,21.0,539.5,582.4,574.0,647.3,120.0,160.0,120.0,140.0,120.0,660.0,4.0,585.8
190001133246,26.0,506.4,511.3,543.2,474.7,100.0,120.0,120.0,120.0,0.0,460.0,2.0,508.90000000000003
190001425214,29.0,456.4,513.5,545.5,438.3,90.0,120.0,100.0,120.0,20.0,440.0,2.0,488.425
190001493220,26.0,511.2,503.9,484.8,458.6,120.0,120.0,120.0,100.0,80.0,540.0,6.0,489.625
190001779814,21.0,510.0,567.7,554.7,600.5,120.0,120.0,90.0,100.0,100.0,520.0,3.0,558.225
190001241378,21.0,649.4,640.1,594.3,753.9,160.0,170.0,170.0,170.0,200.0,960.0,4.0,659.425
190001425215,30.0,392.8,480.5,523.3,502.0,120.0,170.0,120.0,120.0,40.0,600.0,3.0,474.65
190001024985,19.0,507.7,507.1,474.7,534.8,120.0,120.0,120.0,120.0,140.0,620.0,5.0,506.075
190001520702,18.0,470.3,463.8,527.8,634.0,120.0,170.0,120.0,120.0,120.0,660.0,4.0,523.975
190001599184,17.0,567.0,609.8,606.2,680.6,160.0,170.0,170.0,170.0,180.0,920.0,4.0,615.9
190001210219,19.0,439.1,355.8,495.2,518.7,120.0,120.0,140.0,140.0,80.0,600.0,4.0,452.20000000000005
190001210220,19.0,607.3,663.9,614.3,753.0,160.0,170.0,170.0,160.0,140.0,860.0,4.0,659.625
190001599185,24.0,407.8,653.1,606.2,637.2,160.0,160.0,160.0,140.0,140.0,760.0,1.0,576.075
190001480458,20.0,544.5,580.7,528.3,608.4,160.0,120.0,120.0,140.0,160.0,700.0,5.0,565.475
190001241380,17.0,512.4,436.3,552.8,615.3,140.0,140.0,140.0,160.0,160.0,740.0,3.0,529.2
190001779815,20.0,498.0,564.5,556.5,624.8,120.0,120.0,120.0,120.0,140.0,620.0,5.0,560.95
190001210221,18.0,480.0,543.9,509.0,372.2,120.0,100.0,120.0,120.0,140.0,600.0,6.0,476.27500000000003
190001045802,18.0,409.5,444.8,478.7,535.2,120.0,120.0,120.0,140.0,140.0,640.0,4.0,467.05
190001425217,31.0,502.3,572.7,543.2,506.9,120.0,120.0,120.0,120.0,160.0,640.0,3.0,531.275
190001599187,19.0,397.0,361.1,398.67500000000007,428.9,100.0,120.0,120.0,120.0,40.0,500.0,4.0,396.41875000000005
190001493221,33.0,532.9,606.5,569.7,692.6,160.0,120.0,160.0,160.0,200.0,800.0,2.0,600.4250000000001
190001599188,18.0,485.7,508.0,551.3,458.7,160.0,120.0,160.0,160.0,160.0,760.0,4.0,500.925
190001480459,20.0,581.4,656.4,583.6,776.1,160.0,170.0,170.0,170.0,200.0,940.0,4.0,649.375
190001782205,22.0,526.4,522.7,566.1,457.0,90.0,120.0,100.0,120.0,40.0,460.0,5.0,518.05
190001199392,19.0,404.8,523.8,478.1,499.7,160.0,170.0,170.0,170.0,160.0,920.0,7.0,476.59999999999997
190001210223,24.0,428.1,495.3,496.2,483.5,120.0,120.0,120.0,120.0,120.0,600.0,5.0,475.77500000000003
190001210222,18.0,534.7,535.6,535.8,495.5,120.0,160.0,120.0,160.0,80.0,640.0,4.0,525.4000000000001
190001475163,18.0,418.7,515.3,529.5,437.6,140.0,170.0,170.0,170.0,200.0,880.0,4.0,475.275
190001425218,23.0,347.7,456.5,422.6,394.1,90.0,90.0,90.0,90.0,0.0,250.0,6.0,405.225
190001692737,18.0,441.8,467.7,514.9,464.9,120.0,120.0,90.0,140.0,80.0,540.0,5.0,472.32500000000005
190001475164,20.0,529.9,555.5,522.3,513.8,140.0,140.0,120.0,120.0,100.0,620.0,6.0,530.375
190001212605,17.0,416.3,605.0,476.6,411.3,120.0,170.0,120.0,140.0,160.0,740.0,4.0,477.3
190001425219,26.0,522.6,584.4,520.5,392.6,100.0,120.0,120.0,120.0,120.0,580.0,5.0,505.025
190001493223,22.0,388.4,463.2,447.6,418.1,90.0,120.0,120.0,120.0,100.0,540.0,3.0,429.32499999999993
190001425220,17.0,360.6,417.9,524.2,450.5,140.0,120.0,140.0,160.0,100.0,660.0,4.0,438.3
190001520703,18.0,592.2,621.8,617.5,556.9,160.0,140.0,120.0,160.0,140.0,720.0,3.0,597.1
190002040865,22.0,538.6,593.2,566.1,583.0,160.0,170.0,170.0,160.0,180.0,880.0,2.0,570.225
190001045804,28.0,478.1,473.3,517.0,541.5,120.0,120.0,100.0,120.0,20.0,480.0,3.0,502.475
190001599193,18.0,481.1,471.8,563.4,677.5,120.0,140.0,100.0,120.0,40.0,520.0,4.0,548.45
190001867777,33.0,484.1,388.4,444.1,524.3,100.0,90.0,90.0,100.0,0.0,340.0,3.0,460.22499999999997
190001599195,21.0,467.1,534.4,549.8,410.1,120.0,120.0,100.0,100.0,100.0,540.0,5.0,490.35
190001133248,19.0,541.5,600.4,589.8,692.3,90.0,90.0,90.0,90.0,0.0,250.0,4.0,606.0
190001599196,17.0,460.9,418.2,529.4,442.0,100.0,100.0,100.0,100.0,60.0,460.0,4.0,462.625
190001425221,20.0,539.3,577.2,547.0,569.0,160.0,170.0,120.0,160.0,160.0,800.0,3.0,558.125
190001599198,18.0,437.0,447.4,539.6,595.2,90.0,90.0,90.0,90.0,0.0,250.0,4.0,504.8
190001867778,33.0,454.9,427.0,398.67500000000007,409.3,90.0,90.0,90.0,90.0,0.0,250.0,2.0,422.46875
190002040867,17.0,433.9,463.8,529.9,364.0,140.0,120.0,140.0,140.0,160.0,700.0,4.0,447.9
190001496814,33.0,554.1,588.5,603.6,689.2,120.0,160.0,120.0,120.0,120.0,640.0,5.0,608.8499999999999
190001867779,24.0,610.2,597.1,621.9,631.1,120.0,100.0,120.0,100.0,80.0,520.0,2.0,615.075
190002972986,25.0,402.5,538.5,479.6,459.6,120.0,120.0,160.0,140.0,100.0,640.0,4.0,470.04999999999995
190001705276,18.0,413.4,431.2,500.7,493.4,140.0,160.0,140.0,140.0,100.0,680.0,4.0,459.67499999999995
190001779817,23.0,356.4,444.2,426.0,419.4,100.0,100.0,90.0,100.0,120.0,500.0,4.0,411.5
190001480460,23.0,478.2,541.7,534.0,668.9,120.0,120.0,100.0,100.0,80.0,520.0,3.0,555.7
190001599200,19.0,482.4,536.9,549.7,452.0,100.0,120.0,100.0,120.0,100.0,540.0,4.0,505.25
190001425224,24.0,428.3,429.0,458.7,448.1,120.0,120.0,140.0,140.0,80.0,600.0,4.0,441.025
190001496816,25.0,425.3,406.4,519.2,415.8,120.0,120.0,100.0,120.0,80.0,540.0,2.0,441.675
190001425225,21.0,398.1,492.1,570.9,400.8,120.0,120.0,120.0,90.0,140.0,580.0,3.0,465.47499999999997
190001480461,33.0,452.8,525.7,503.8,502.3,90.0,90.0,90.0,100.0,0.0,320.0,3.0,496.15
190002040869,25.0,547.3,600.0,564.6,514.1,120.0,120.0,120.0,120.0,80.0,560.0,4.0,556.5
190001241385,22.0,533.5,495.7,461.4,375.5,120.0,120.0,120.0,140.0,0.0,500.0,3.0,466.525
190001241386,17.0,425.2,408.6,531.4,612.0,100.0,120.0,90.0,120.0,20.0,440.0,2.0,494.29999999999995
190001599202,25.0,648.7,642.8,611.1,805.5,160.0,120.0,160.0,170.0,140.0,760.0,7.0,677.025
190001212609,21.0,383.2,484.9,477.0,394.1,120.0,100.0,90.0,120.0,0.0,420.0,8.0,434.79999999999995
190001599204,33.0,499.6,504.1,495.0,544.3,100.0,90.0,90.0,100.0,20.0,380.0,3.0,510.75
190001705277,33.0,589.7,597.1,559.9,617.3,100.0,120.0,100.0,90.0,120.0,520.0,4.0,591.0
190001599205,19.0,417.3,356.0,514.0,416.8,120.0,120.0,120.0,120.0,140.0,620.0,3.0,426.025
190001692739,19.0,484.3,579.4,583.8,716.4,160.0,140.0,140.0,140.0,140.0,720.0,5.0,590.975
190001599206,19.0,530.4,575.2,574.6,536.3,140.0,160.0,120.0,170.0,120.0,740.0,3.0,554.125
190001496820,18.0,373.3,478.1,426.3,431.6,90.0,90.0,90.0,90.0,0.0,250.0,3.0,427.32500000000005
190001241387,22.0,570.8,578.2,607.5,651.0,160.0,140.0,160.0,120.0,120.0,700.0,3.0,601.875
190001705278,18.0,433.7,524.9,468.8,417.8,160.0,140.0,160.0,140.0,80.0,680.0,2.0,461.29999999999995
190001741636,18.0,567.2,667.9,593.0,747.6,120.0,140.0,140.0,100.0,120.0,620.0,4.0,643.925
190001692740,20.0,503.7,576.5,582.3,598.9,160.0,120.0,140.0,120.0,100.0,640.0,6.0,565.35
190001241388,25.0,441.5,522.4,511.5,407.5,100.0,120.0,120.0,120.0,40.0,500.0,2.0,470.725
190001480462,24.0,504.9,571.9,604.2,564.8,120.0,90.0,90.0,120.0,0.0,320.0,3.0,561.45
190001212610,33.0,421.2,431.5,498.8,363.3,120.0,120.0,120.0,120.0,40.0,520.0,5.0,428.7
190001475165,19.0,544.5,582.5,578.7,757.3,170.0,160.0,170.0,140.0,160.0,820.0,4.0,615.75
190001520705,18.0,428.6,535.0,471.3,513.0,140.0,120.0,100.0,120.0,120.0,600.0,2.0,486.975
190001602629,33.0,524.1,516.2,524.3,557.8,120.0,120.0,120.0,120.0,160.0,640.0,5.0,530.6
190001241389,18.0,569.5,603.0,594.7,685.1,160.0,170.0,170.0,170.0,160.0,900.0,3.0,613.075
190001212612,23.0,522.0,587.7,599.9,494.2,120.0,140.0,160.0,160.0,140.0,720.0,5.0,550.9499999999999
190001602630,20.0,581.6,540.1,555.9,645.4,140.0,120.0,140.0,160.0,160.0,720.0,4.0,580.75
190001128628,20.0,452.1,580.3,571.7,628.2,160.0,170.0,170.0,170.0,200.0,960.0,5.0,558.075
190001241392,24.0,511.2,534.9,554.1,542.9,100.0,120.0,120.0,90.0,0.0,420.0,3.0,535.775
190001602631,18.0,633.3,627.8,602.3,762.5,160.0,140.0,140.0,140.0,120.0,700.0,5.0,656.4749999999999
190001520706,20.0,480.8,494.4,504.9,439.1,120.0,100.0,100.0,90.0,0.0,400.0,5.0,479.79999999999995
190001241394,21.0,467.4,473.9,398.67500000000007,496.8,90.0,90.0,90.0,90.0,0.0,250.0,5.0,459.19374999999997
190001602633,18.0,416.6,372.4,506.1,500.9,120.0,120.0,120.0,100.0,80.0,540.0,4.0,449.0
190001425228,18.0,530.5,529.1,555.8,469.5,120.0,120.0,100.0,120.0,120.0,580.0,5.0,521.2249999999999
190001241395,18.0,636.3,655.2,605.1,576.6,160.0,170.0,170.0,170.0,180.0,920.0,3.0,618.3
190001496823,22.0,511.3,514.6,522.8,548.2,120.0,170.0,120.0,120.0,140.0,680.0,2.0,524.225
190001496824,19.0,400.0,437.9,497.1,459.7,140.0,120.0,100.0,120.0,100.0,580.0,3.0,448.675
190001520707,18.0,389.9,490.9,512.7,521.9,100.0,120.0,90.0,100.0,0.0,400.0,3.0,478.85
190001602635,18.0,601.6,655.7,586.3,707.9,160.0,170.0,160.0,160.0,180.0,860.0,5.0,637.875
190001409461,28.0,402.4,455.4,472.5,489.9,100.0,120.0,120.0,120.0,100.0,560.0,2.0,455.04999999999995
190001123434,25.0,597.1,533.0,577.8,680.9,120.0,120.0,120.0,140.0,140.0,640.0,1.0,597.1999999999999
190001241396,18.0,431.9,469.2,524.5,632.2,140.0,140.0,120.0,160.0,120.0,680.0,5.0,514.45
190001128631,20.0,453.3,524.3,547.6,626.6,120.0,100.0,100.0,100.0,140.0,560.0,3.0,537.9499999999999
190001128632,17.0,551.4,532.9,558.3,477.4,140.0,120.0,140.0,170.0,100.0,680.0,4.0,530.0
190001602637,17.0,466.3,546.2,615.3,708.5,160.0,170.0,160.0,170.0,180.0,900.0,4.0,584.075
190001425229,22.0,522.3,596.6,554.3,601.7,100.0,160.0,140.0,120.0,100.0,620.0,5.0,568.725
190001779819,20.0,408.4,511.0,509.2,373.6,140.0,120.0,160.0,120.0,100.0,640.0,6.0,450.54999999999995
190001602639,18.0,431.9,477.0,492.4,396.8,120.0,120.0,120.0,120.0,140.0,620.0,3.0,449.525
190001123435,18.0,435.0,392.7,520.9,521.9,100.0,120.0,120.0,120.0,120.0,580.0,5.0,467.625
190001128634,32.0,554.5,625.3,565.2,572.8,120.0,120.0,100.0,120.0,100.0,560.0,5.0,579.45
190001602640,21.0,479.3,477.2,577.9,550.7,160.0,160.0,140.0,120.0,140.0,720.0,4.0,521.2750000000001
190001425230,27.0,429.2,472.7,500.5,383.1,100.0,100.0,100.0,100.0,0.0,400.0,4.0,446.375
190001425231,19.0,429.7,532.6,511.1,426.1,120.0,120.0,120.0,120.0,100.0,580.0,3.0,474.875
190001496827,17.0,363.4,408.7,482.6,360.7,100.0,120.0,120.0,100.0,80.0,520.0,4.0,403.84999999999997
190001602643,17.0,545.3,606.0,587.8,534.9,120.0,140.0,120.0,120.0,100.0,600.0,5.0,568.5
190001602642,22.0,490.0,560.4,546.0,579.1,140.0,120.0,120.0,140.0,180.0,700.0,1.0,543.875
190001692741,20.0,597.7,579.7,547.6,478.3,120.0,90.0,90.0,140.0,160.0,580.0,5.0,550.825
190001339065,26.0,373.8,535.0,525.4,563.9,170.0,170.0,170.0,160.0,200.0,940.0,7.0,499.525
190001692742,19.0,473.8,573.4,584.5,476.4,160.0,160.0,160.0,170.0,160.0,820.0,4.0,527.025
190001602645,17.0,492.3,443.3,542.4,564.7,140.0,120.0,120.0,90.0,100.0,560.0,4.0,510.675
190001520708,19.0,491.2,532.8,574.6,439.3,120.0,120.0,120.0,120.0,100.0,580.0,4.0,509.47499999999997
190001339066,20.0,455.4,430.2,482.4,427.5,100.0,120.0,100.0,120.0,0.0,440.0,4.0,448.875
190001425233,21.0,660.9,639.4,615.1,723.2,160.0,170.0,170.0,160.0,120.0,820.0,2.0,659.6500000000001
