,NU_INSCRICAO,NU_ANO,NU_IDADE,TP_COR_RACA,TP_ESTADO_CIVIL,TP_NACIONALIDADE,TP_SEXO,NO_MUNICIPIO_RESIDENCIA,SG_UF_RESIDENCIA,TP_ST_CONCLUSAO,TP_ENSINO,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,IN_BRAILLE,IN_AMPLIADA_18,IN_AMPLIADA_24,IN_LEDOR,IN_ACESSO,IN_TRANSCRICAO,IN_LIBRAS,Q001,Q002,Q003,Q004,Q005,Q006
4478,190002145908,2019,18,3,1,1,F,Nova Serrana,MG,2,1,556.5,627.5,562.8,527.6,160,200,200,200,180,940,0,0,0,0,0,0,0,C,F,B,D,4,D
4479,190001181545,2019,21,3,1,1,F,Arame,MA,2,1,,359.5,505.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,H,D,A,A,5,B
4480,190005305291,2019,22,1,1,1,F,Curitiba,PR,1,,496.3,524.6,591.8,526.3,120,120,120,120,120,600,0,0,0,0,0,0,0,F,E,D,B,4,E
4481,190002529729,2019,18,1,1,1,M,Riacho das Almas,PE,2,1,542.8,502.1,555,650.5,160,120,140,160,140,720,0,0,0,0,0,0,0,A,A,A,A,4,B
4482,190005094954,2019,44,2,2,1,F,São Bento,MA,1,1,,,,,,,,,,,0,0,0,0,0,0,0,C,B,C,A,5,C
4483,190005922543,2019,21,1,1,1,M,Canguçu,RS,1,,,,,,,,,,,,0,0,0,0,0,0,0,E,E,D,D,4,K
4484,190005536508,2019,20,3,1,1,M,Anapurus,MA,2,1,,,,,,,,,,,0,0,0,0,0,0,0,D,C,A,A,5,B
4485,190005654013,2019,21,3,1,1,M,Santo Amaro,BA,1,,567.6,609.9,629.6,788.5,140,140,140,140,120,680,0,0,0,0,0,0,0,E,F,D,D,4,H
4486,190002879177,2019,36,3,0,1,M,Cuiabá,MT,1,,640.7,649.5,623.8,738.4,140,120,120,120,60,560,0,0,0,0,0,0,0,D,C,D,B,3,P
4487,190004910135,2019,20,1,1,1,F,Terra Roxa,PR,1,,539.6,440.4,561.4,605.7,140,120,120,180,160,720,0,0,0,0,0,0,0,F,F,B,B,4,C
4488,190005432881,2019,33,1,2,1,F,Belém,PA,1,,,,,,,,,,,,0,0,0,0,0,0,0,C,C,C,B,2,C
4489,190005213455,2019,17,1,1,1,F,Capão da Canoa,RS,3,,428.9,536.2,518,413.1,0,0,0,0,0,0,0,0,0,0,0,0,0,C,D,C,B,5,D
4490,190002459656,2019,18,2,1,1,F,Rio de Janeiro,RJ,2,1,526.9,574.6,575,453.6,160,200,160,180,200,900,0,0,0,0,0,0,0,E,E,D,D,4,G
4491,190004195077,2019,33,1,2,1,F,Registro,SP,1,,,,,,,,,,,,0,0,0,0,0,0,0,B,B,A,A,3,C
4492,190004274810,2019,22,1,1,1,F,São Paulo,SP,1,,684.8,721.5,651.9,758.8,140,120,160,140,140,700,0,0,0,0,0,0,0,E,F,D,D,4,J
4493,190005049781,2019,25,3,1,1,M,Serra Talhada,PE,1,,,,,,,,,,,,0,0,0,0,0,0,0,B,B,A,A,4,I
4494,190001418702,2019,17,1,0,1,F,Rodelas,BA,2,1,426.7,456.7,410.8,422,100,40,40,120,0,300,0,0,0,0,0,0,0,E,F,A,D,4,B
4495,190004895005,2019,17,3,1,1,M,Curitiba,PR,2,1,569.7,621.2,621.5,766,160,120,160,160,100,700,0,0,0,0,0,0,0,G,H,B,B,5,I
4496,190001631181,2019,21,2,0,1,F,Uberaba,MG,1,1,,,,,,,,,,,0,0,0,0,0,0,0,B,B,C,B,4,C
4497,190004115682,2019,25,3,1,1,F,Manaus,AM,1,1,,,,,,,,,,,0,0,0,0,0,0,0,B,C,B,B,8,B
4498,190003994365,2019,28,3,1,1,F,Jacobina,BA,1,,441.7,520.8,550.2,380.9,120,120,100,100,80,520,0,0,0,0,0,0,0,H,B,A,B,3,C
4499,190004758875,2019,16,3,1,1,F,São Paulo,SP,3,,508,561.5,536.5,452.5,120,120,120,160,80,600,0,0,0,0,0,0,0,H,E,F,B,4,E
4500,190001895138,2019,17,1,1,1,F,São Paulo,SP,2,1,423.3,476.9,529.3,566.9,80,200,160,120,80,640,0,0,0,0,0,0,0,D,E,C,C,4,C
4501,190005922092,2019,17,3,1,1,M,Indaial,SC,2,1,,,,,,,,,,,0,0,0,0,0,0,0,D,E,C,C,3,H
4502,190002100446,2019,17,1,1,1,F,São Bernardo do Campo,SP,2,1,,,,,,,,,,,0,0,0,0,0,0,0,E,E,C,B,5,B
4503,190001820829,2019,36,1,1,1,F,São Paulo,SP,1,1,496.5,556,555.6,487.4,140,140,120,120,100,620,0,0,0,0,0,0,0,C,C,F,C,1,E
4504,190004185363,2019,23,3,1,1,F,Salvador,BA,1,,395.5,395,474,431.1,160,120,140,120,40,580,0,0,0,0,0,0,0,D,D,B,B,5,B
4505,190005480683,2019,25,3,0,1,F,Rio de Janeiro,RJ,1,,,,,,,,,,,,0,0,0,0,0,0,0,B,B,A,A,5,C
4506,190002498886,2019,19,3,1,1,F,Nova Independência,SP,1,,431.7,499.7,512.9,456.4,120,40,40,60,0,260,0,0,0,0,0,0,0,E,E,C,D,4,C
4507,190001119587,2019,19,3,1,1,F,São Raimundo Nonato,PI,1,1,427.9,480.3,540.5,432.1,140,180,140,180,160,800,0,0,0,0,0,0,0,B,B,B,A,3,A
4508,190005520696,2019,15,2,1,1,F,Arraias,TO,3,,,546.4,553.7,,160,120,120,140,80,620,0,0,0,0,0,0,0,G,G,D,D,4,G
4509,190005602923,2019,22,1,1,1,M,Maceió,AL,1,1,,522.4,414.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,E,E,B,B,3,B
4510,190004156988,2019,17,3,1,1,F,Benevides,PA,1,1,359,524.4,486.6,470.6,160,200,200,180,180,920,0,0,0,0,0,0,0,E,B,B,B,3,B
4511,190002071841,2019,21,3,1,1,F,Valparaíso de Goiás,GO,1,2,422.4,400.5,375.7,394.6,60,60,60,80,20,280,0,0,0,0,0,0,0,C,E,C,B,3,B
4512,190006024986,2019,21,3,1,2,F,Aparecida de Goiânia,GO,1,,,,,,,,,,,,0,0,0,0,0,0,0,E,E,C,F,3,D
4513,190002189606,2019,20,2,1,1,F,Salvador,BA,1,1,490,586.1,587.6,529.6,120,200,140,120,160,740,0,0,0,0,0,0,0,E,E,B,B,3,B
4514,190005362515,2019,27,2,1,1,M,Uberlândia,MG,1,1,453.4,567.1,551.8,443.3,120,100,100,120,80,520,0,0,0,0,0,0,0,A,B,A,A,1,B
4515,190003814637,2019,17,1,1,1,F,Mata Verde,MG,2,1,392.8,444.9,461.3,361.3,100,40,40,80,0,260,0,0,0,0,0,0,0,E,D,B,B,4,C
4516,190002208159,2019,15,3,1,1,M,Aroeiras,PB,3,,398.1,435.9,405.7,523.3,120,120,100,100,80,520,0,0,0,0,0,0,0,A,B,A,A,4,B
4517,190005516790,2019,51,2,2,1,M,Niterói,RJ,1,,530.9,465.5,489.1,538.7,120,120,120,120,80,560,0,0,0,0,0,0,0,B,B,A,A,5,H
4518,190003175996,2019,24,3,1,1,F,Santa Teresa,ES,1,1,438.6,528.6,489.3,501,120,140,120,160,140,680,0,0,0,0,0,0,0,B,B,A,A,4,C
4519,190005393944,2019,21,3,1,1,F,Belo Horizonte,MG,1,,442.2,514,560.9,396,120,120,120,120,140,620,0,0,0,0,0,0,0,E,F,C,D,4,G
4520,190004335375,2019,57,3,4,1,F,Belém,PA,1,,,,,,,,,,,,0,0,0,0,0,0,0,B,B,D,F,2,F
4521,190004933463,2019,23,1,1,1,F,Dom Eliseu,PA,1,,355.4,436.8,477.7,404.2,60,100,80,120,20,380,0,0,0,0,0,0,0,H,E,F,B,5,B
4522,190005883301,2019,37,1,1,1,M,São Carlos,SP,1,,,,,,,,,,,,0,0,0,0,0,0,0,F,F,D,D,2,K
4523,190003607934,2019,23,3,1,1,F,Imperatriz,MA,1,1,439,470.2,493.8,462.9,0,0,0,0,0,0,0,0,0,0,0,0,0,A,A,A,A,8,C
4524,190005667569,2019,24,3,1,1,M,Salvador,BA,1,1,419.5,436.3,528.5,653.8,140,120,180,180,0,620,0,0,0,0,0,0,0,E,C,B,B,2,C
4525,190003252983,2019,22,3,1,1,F,Itapipoca,CE,1,1,,,,,,,,,,,0,0,0,0,0,0,0,B,B,A,A,4,B
4526,190005734293,2019,17,3,1,1,M,Santa Luzia,MG,2,1,498.8,441.1,517.1,536.1,100,120,120,120,160,620,0,0,0,0,0,0,0,E,E,B,D,2,C
4527,190005196006,2019,29,2,1,1,M,João Pessoa,PB,1,1,,,,,,,,,,,0,0,0,0,0,0,0,A,B,C,B,5,B
4528,190005010422,2019,19,1,1,1,F,Niterói,RJ,1,,551.1,618.2,619.7,662.4,140,200,180,200,160,880,0,0,0,0,0,0,0,E,E,D,D,6,G
4529,190005777588,2019,28,0,0,1,M,Rio Paranaíba,MG,1,,618,624.4,594.2,699.2,120,120,120,120,120,600,0,0,0,0,0,0,0,G,F,D,D,1,D
4530,190004578361,2019,19,4,1,1,F,Santa Luzia,MA,1,,571.3,578.9,529.4,584.8,160,180,160,160,180,840,0,0,0,0,0,0,0,E,D,D,A,4,B
4531,190001483257,2019,16,1,0,1,F,Mossoró,RN,2,1,339.5,458.1,507.3,439.6,120,120,100,100,0,440,0,0,0,0,0,0,0,E,E,C,B,5,D
4532,190005581895,2019,17,2,1,1,M,Paulista,PE,2,1,464.8,461.8,511.9,480.2,100,120,120,120,180,640,0,0,0,0,0,0,0,E,E,C,B,5,E
4533,190001605010,2019,23,3,1,1,F,Campos dos Goytacazes,RJ,1,1,,,,,,,,,,,0,0,0,0,1,0,0,F,F,B,D,1,C
4534,190001522149,2019,19,3,1,1,F,Rio de Janeiro,RJ,1,1,,,,,,,,,,,0,0,0,0,0,0,0,B,E,B,D,1,C
4535,190001476544,2019,21,3,1,1,M,Natal,RN,1,1,470.5,453,495.8,392.6,120,40,40,120,20,340,0,0,0,0,0,0,0,C,F,C,D,4,B
4536,190003635194,2019,29,1,1,1,F,Júlio Mesquita,SP,1,,,494,478.8,,120,120,100,120,0,460,0,0,0,0,0,0,0,E,D,C,B,4,C
4537,190004541729,2019,19,2,1,1,F,Salvador,BA,1,,514.5,563.1,568.7,440.4,160,200,160,160,160,840,0,0,0,0,0,0,0,E,F,D,F,4,C
4538,190001807255,2019,18,1,1,1,M,Porto Ferreira,SP,2,1,502.5,563.3,523.1,591.8,120,120,120,140,140,640,0,0,0,0,0,0,0,D,C,D,B,4,H
4539,190001312736,2019,18,3,1,1,F,Pai Pedro,MG,1,1,564,535.7,582.9,589.4,120,120,140,140,120,640,0,0,0,0,0,0,0,H,G,F,D,3,C
4540,190001798461,2019,16,1,1,1,F,Osasco,SP,3,,524.9,519.9,586.2,546.9,160,120,120,120,80,600,0,0,0,0,0,0,0,E,E,C,B,3,H
4541,190005506846,2019,18,3,1,1,F,Vila Velha,ES,1,,476.4,384.3,508.2,573.3,160,140,140,160,140,740,0,0,0,0,0,0,0,E,E,D,D,4,J
4542,190006069756,2019,20,3,1,1,F,Brasília,DF,1,1,432,324.8,445.6,509.7,120,120,120,100,0,460,0,0,0,0,0,0,0,B,C,C,F,4,C
4543,190001338428,2019,23,3,1,1,F,Bom Conselho,PE,1,1,679.2,610.1,573.4,793.9,160,180,160,160,200,860,0,0,0,0,0,0,0,C,E,D,A,5,I
4544,190004256277,2019,17,1,1,1,M,Cascavel,PR,2,1,568.5,599.6,563.9,686.4,140,140,160,180,160,780,0,0,0,0,0,0,0,E,E,D,D,4,E
4545,190001308409,2019,18,2,1,1,F,Resende Costa,MG,2,1,505.4,521.1,475.3,526.4,160,180,140,180,180,840,0,0,0,0,0,0,0,D,B,A,A,5,B
4546,190004729102,2019,23,1,3,1,F,Praia Grande,SP,1,,453.5,531.3,556.9,618,120,120,120,120,80,560,0,0,0,0,0,0,0,E,E,D,B,18,F
4547,190004256898,2019,15,3,1,1,F,Jacareí,SP,3,,,461.1,482.4,,120,120,120,100,40,500,0,0,0,0,0,0,0,G,E,E,F,4,H
4548,190002046879,2019,19,3,1,1,F,Santa Inês,MA,1,1,414.4,502.5,502.6,444.8,120,120,120,140,60,560,0,0,0,0,0,0,0,B,B,A,A,5,C
4549,190003590587,2019,37,3,3,1,F,Wanderlândia,TO,1,1,442.8,511.1,523.2,421.1,80,120,100,100,140,540,0,0,0,0,0,0,0,B,G,A,D,6,C
4550,190003922129,2019,16,3,1,1,F,Serra Talhada,PE,3,,,,,,,,,,,,0,0,0,0,0,0,0,A,A,A,A,4,B
4551,190004170029,2019,24,3,1,1,M,Caucaia,CE,1,1,,,,,,,,,,,0,0,0,0,0,0,0,B,A,B,B,3,C
4552,190003576508,2019,17,3,1,1,F,Manaus,AM,2,1,511.4,587,597.4,419.7,120,120,120,120,80,560,0,0,0,0,0,0,0,E,E,B,B,3,C
4553,190003728527,2019,19,0,1,1,F,Ingá,PB,1,,401.2,498,482.8,481.2,100,160,120,80,100,560,0,0,0,0,0,0,0,B,B,A,B,4,A
4554,190001432437,2019,18,3,1,1,M,Jequié,BA,2,1,563.8,558.8,506,603.6,120,200,120,120,200,760,0,0,0,0,0,0,0,G,H,D,D,4,J
4555,190004005210,2019,40,2,3,1,F,Montes Claros,MG,1,1,475.1,568.9,537.4,399,140,120,140,120,120,640,0,0,0,0,0,0,0,B,B,A,A,3,D
4556,190003922774,2019,21,2,1,1,M,Salvador,BA,1,1,,468.1,553.4,,160,140,160,160,100,720,0,0,0,0,0,0,0,H,G,F,E,3,C
4557,190001462872,2019,20,2,1,1,M,João Pessoa,PB,1,,455.6,435.5,419.8,394.9,80,120,100,120,60,480,0,0,0,0,0,0,0,C,E,C,B,3,B
4558,190003746602,2019,33,3,2,1,M,Campo Alegre,AL,1,,620.7,635.2,638.6,567.1,140,120,120,120,60,560,0,0,0,0,0,0,0,C,C,A,F,4,K
4559,190001680895,2019,18,3,1,1,F,Várzea Alegre,CE,2,1,,,,,,,,,,,0,0,0,0,0,0,0,E,D,A,A,7,B
4560,190003435386,2019,22,2,1,1,M,Nova Mamoré,RO,1,,505.6,493.6,538.6,568.1,120,100,120,160,140,640,0,0,0,0,0,0,0,A,B,F,B,4,B
4561,190005748178,2019,37,3,3,1,F,Juiz de Fora,MG,1,,482.7,569.8,558.4,416.7,140,80,60,100,60,440,0,0,0,0,0,0,0,B,B,B,C,4,E
4562,190005978117,2019,21,3,1,1,M,Presidente Prudente,SP,1,,,,,,,,,,,,0,0,0,0,0,0,0,D,D,C,C,4,D
4563,190003389670,2019,16,1,1,1,M,Campo Largo,PR,3,,542.4,566.9,597.1,681.2,120,120,120,120,120,600,0,0,0,0,0,0,0,E,G,D,D,3,L
4564,190001219405,2019,20,1,1,1,F,Pinheiro,MA,1,,340.6,471.3,447,386.7,120,120,120,120,0,480,0,0,0,0,0,0,0,B,C,A,B,2,B
4565,190002076291,2019,22,3,1,1,F,Brasília,DF,1,,,,,,,,,,,,0,0,0,0,0,0,0,H,E,C,D,3,D
4566,190003799390,2019,19,1,1,1,F,Araruama,RJ,1,,551.6,569.1,557.7,570.8,120,120,180,140,120,680,0,0,0,0,0,0,0,D,E,D,D,2,I
4567,190003673766,2019,22,1,1,1,M,Osasco,SP,1,,377,364.3,450.8,454.4,80,100,80,80,40,380,0,0,0,0,0,0,0,E,C,B,D,5,E
4568,190001046282,2019,22,1,1,1,F,Breves,PA,1,,479.9,411.4,411.6,469.2,120,100,80,80,40,420,0,0,0,0,0,0,0,C,B,C,C,8,C
4569,190005066580,2019,46,3,1,1,F,Castanhal,PA,1,1,412.4,574.1,525.7,511,120,80,80,140,20,440,0,0,0,0,0,0,0,B,A,A,A,2,B
4570,190003105602,2019,16,3,1,1,F,Teresina,PI,2,1,467.3,450.1,501.4,451.4,120,180,140,160,140,740,0,0,0,0,0,0,0,D,E,B,B,4,B
4571,190003733745,2019,24,0,1,1,M,Barreiras,BA,1,1,,480.2,440.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,H,H,C,B,3,D
4572,190001798375,2019,17,1,1,1,F,São Paulo,SP,2,1,448.1,560.1,519.9,492.5,140,120,120,120,120,620,0,0,0,0,0,0,0,H,E,F,D,2,E
4573,190001950310,2019,23,3,1,1,F,São João da Fronteira,PI,1,1,413.3,543,515.1,440.2,140,120,120,140,140,660,0,0,0,0,0,0,0,E,A,A,A,4,A
4574,190002275553,2019,18,3,1,1,M,Salvador,BA,3,,532.3,536.6,549.7,545.4,120,140,120,120,140,640,0,0,0,0,0,0,0,C,B,A,B,4,B
4575,190002174366,2019,19,3,1,1,F,Teófilo Otoni,MG,1,1,574,489.2,548.8,608.4,140,160,160,120,120,700,0,0,0,0,0,0,0,E,F,B,D,5,C
4576,190002005735,2019,22,3,1,1,M,Timon,MA,1,1,420,522.1,490.1,535.9,120,120,120,120,0,480,0,0,0,0,0,0,0,B,B,C,B,3,C
4577,190003299115,2019,19,3,1,1,F,Ribeirão Branco,SP,1,1,,416.3,421.4,,120,120,120,120,80,560,0,0,0,0,0,0,0,B,B,A,A,3,B
4578,190004374975,2019,20,2,1,1,F,São Paulo,SP,1,1,,,,,,,,,,,0,0,0,0,0,0,0,E,F,B,D,5,H
4579,190005041342,2019,35,3,2,1,M,Fortaleza,CE,1,1,650.7,615.3,597.9,740.7,120,180,140,120,80,640,0,0,0,0,0,0,0,E,B,C,F,5,C
4580,190002005968,2019,22,3,1,1,F,São Luís,MA,1,1,425.7,588.6,577.5,501.6,120,120,120,120,80,560,0,0,0,0,0,0,0,H,F,F,B,8,B
4581,190002408271,2019,20,3,1,1,M,Belo Horizonte,MG,1,,536,520.3,549.1,589.8,140,180,140,140,140,740,0,0,0,0,0,0,0,F,F,B,B,4,F
4582,190004491482,2019,19,1,1,1,F,Osório,RS,1,1,568.2,577.4,585.5,531.8,160,120,180,140,140,740,0,0,0,0,0,0,0,D,C,D,B,4,E
4583,190004046275,2019,18,3,1,1,M,Encruzilhada do Sul,RS,2,1,,469,424.5,,80,40,40,80,0,240,0,0,0,0,0,0,0,H,H,A,B,5,D
4584,190004689549,2019,21,1,1,1,M,Canoas,RS,1,,,,,,,,,,,,0,0,0,0,0,0,0,B,C,F,F,4,C
4585,190003837204,2019,19,1,1,2,M,Rio Grande,RS,1,,427.3,429.1,515.7,626.7,120,120,100,120,0,460,0,0,0,0,0,0,0,E,F,B,D,3,G
4586,190004480248,2019,21,3,1,1,F,Montalvânia,MG,1,1,,,,,,,,,,,0,0,0,0,0,0,0,B,G,A,D,4,G
4587,190004232618,2019,17,1,1,1,M,Caçapava,SP,2,1,540.4,573.5,548.3,698.5,160,120,160,120,140,700,0,0,0,0,0,0,0,G,E,E,D,4,O
4588,190006064282,2019,18,1,1,1,F,Brasília,DF,1,,468.2,,,531.5,,,,,,,0,0,0,0,0,0,0,E,F,D,D,4,J
4589,190001198399,2019,20,3,1,1,F,Satubinha,MA,1,,381.5,349.3,465.9,383,160,120,140,160,120,700,0,0,0,0,0,0,0,A,A,A,A,3,A
4590,190001547512,2019,17,3,1,1,M,Queimados,RJ,2,1,525.2,447,535.4,489.9,140,120,120,140,160,680,0,0,0,0,0,0,0,E,E,B,B,3,C
4591,190004525599,2019,19,3,1,1,M,Lavras,MG,2,1,594.9,596.2,605.1,643.4,120,120,120,140,120,620,0,0,0,0,0,0,0,F,G,D,D,4,I
4592,190005547878,2019,17,2,1,1,M,Porto Nacional,TO,2,1,489.1,480.4,475.4,522.6,100,100,120,100,100,520,0,0,0,0,0,0,0,E,E,B,B,6,B
4593,190002187869,2019,24,3,3,1,F,São João del Rei,MG,1,1,,,,,,,,,,,0,0,0,0,0,0,0,H,C,F,B,8,C
4594,190005521242,2019,18,3,1,2,F,São Bernardo,MA,1,1,396.3,476.6,487.6,432.2,120,160,120,120,0,520,0,0,0,0,0,0,0,D,E,A,A,4,A
4595,190003672313,2019,23,3,1,1,F,Guarulhos,SP,1,1,465.4,481.5,520.2,425.2,120,80,120,120,80,520,0,0,0,0,0,0,0,B,E,C,F,5,C
4596,190005612526,2019,19,3,1,1,F,Aracaju,SE,1,,,396.8,438.4,,120,40,40,120,20,340,0,0,0,0,0,0,0,E,E,E,D,2,D
4597,190001275128,2019,22,3,1,1,F,Salvador,BA,1,1,,,,,,,,,,,0,0,0,0,0,0,0,G,B,C,B,5,B
4598,190004226820,2019,20,5,1,1,F,São Paulo,SP,1,1,369,536.7,599.5,606.1,140,140,120,160,120,680,0,0,0,0,0,0,0,E,E,C,B,4,D
4599,190004302529,2019,18,3,1,1,M,Boa Vista,RR,1,1,421.1,413.3,500.4,424,120,120,120,120,120,600,0,0,0,0,0,0,0,E,E,C,B,3,B
4600,190005917625,2019,16,1,1,1,F,Dom Feliciano,RS,3,,439.6,591.4,558.5,432.3,140,120,140,160,100,660,0,0,0,0,0,0,0,C,C,A,D,5,K
4601,190003220072,2019,19,1,1,1,F,Viseu,PA,1,1,487,472.7,494.9,494.8,140,120,160,140,140,700,0,0,0,0,0,0,0,H,E,A,D,4,B
4602,190006021043,2019,43,3,2,1,F,Alto Araguaia,MT,1,1,514.7,511.7,519.3,563.8,140,120,120,140,100,620,0,0,0,0,0,0,0,A,B,A,A,4,B
4603,190001403253,2019,20,2,1,1,M,Ilha das Flores,SE,2,1,387.9,416.4,436.4,416.3,100,120,120,140,140,620,0,0,0,0,0,0,0,E,E,C,A,2,A
4604,190004688310,2019,18,1,1,1,F,São Paulo,SP,1,,,,,,,,,,,,0,0,0,0,0,0,0,C,E,B,B,3,E
4605,190003295906,2019,19,5,1,1,F,São Paulo,SP,2,1,,383.5,514.7,,100,120,100,60,0,380,0,0,0,0,0,0,0,E,F,C,C,5,C
4606,190004248506,2019,17,0,1,1,F,Guarulhos,SP,2,,423.5,531.6,494.4,441.4,120,40,40,100,40,340,0,0,0,0,0,0,0,D,C,F,F,4,C
4607,190002933515,2019,19,3,1,1,F,Recife,PE,2,1,478,551.4,545.4,490.9,140,180,180,180,200,880,0,0,0,0,0,0,0,C,E,D,D,5,H
4608,190005089991,2019,16,3,1,1,F,Parintins,AM,3,,468.8,510.4,573.3,516,160,120,160,160,100,700,0,0,0,0,0,0,0,E,F,B,D,5,D
4609,190002252550,2019,47,2,2,1,F,Salvador,BA,1,1,453,500.6,497,389.5,160,160,160,120,80,680,0,0,0,0,0,0,0,B,C,B,B,4,B
4610,190002817618,2019,17,1,1,1,F,Piraquara,PR,2,1,405.4,521.3,531.9,476.5,140,120,140,180,140,720,0,0,0,0,0,0,0,F,F,D,B,2,C
4611,190004602833,2019,22,3,1,1,F,Fortaleza,CE,1,1,,,,,,,,,,,0,0,0,0,0,0,0,B,C,B,B,4,B
4612,190005143120,2019,39,1,1,1,M,Rio de Janeiro,RJ,1,,528.5,534.8,535.3,479.3,120,140,120,120,100,600,0,0,0,0,0,0,0,E,B,C,B,2,D
4613,190004600695,2019,16,1,1,1,M,Caridade do Piauí,PI,3,,447.9,465.7,356.1,434.5,80,80,60,100,40,360,0,0,0,0,0,0,0,E,E,A,A,3,A
4614,190002745436,2019,20,3,1,1,F,Junco do Seridó,PB,1,1,,,,,,,,,,,0,0,0,0,0,0,0,B,D,A,A,4,B
4615,190005050943,2019,21,3,1,1,M,Crateús,CE,1,1,464.7,434.5,494.2,433.1,120,120,100,120,0,460,0,0,0,0,0,0,0,B,B,D,B,4,B
4616,190003929709,2019,17,2,1,1,F,Marcos Parente,PI,3,,388.6,434.1,510.5,415.1,100,120,100,100,80,500,0,0,0,0,0,0,0,E,E,A,D,6,C
4617,190001180170,2019,22,3,1,1,F,Araguaína,TO,1,1,467.5,505.7,535,589.6,120,120,120,120,120,600,0,0,0,0,0,0,0,B,C,B,B,2,B
4618,190001409822,2019,19,1,1,1,M,Aracaju,SE,1,1,425.4,459.4,529.6,492.1,120,140,120,120,80,580,0,0,0,0,0,0,0,C,C,B,B,5,C
4619,190004103817,2019,19,3,1,1,F,Lago da Pedra,MA,1,,649.2,706.8,641.8,824.5,160,200,200,200,200,960,0,0,0,0,0,0,0,C,E,A,D,3,C
4620,190005714810,2019,16,3,1,1,F,Fortaleza,CE,3,,,472.2,503.3,,120,120,80,80,20,420,0,0,0,0,0,0,0,B,D,D,D,6,D
4621,190005230780,2019,16,1,1,1,F,Capinzal,SC,3,,467.5,494.7,490.3,530.7,140,160,120,140,100,660,0,0,0,0,0,0,0,C,D,D,B,4,F
4622,190004658987,2019,19,3,1,1,F,Cláudio,MG,1,,495,539.9,527.5,495.5,100,200,120,120,120,660,0,0,0,0,0,0,0,C,E,A,B,4,E
4623,190004649276,2019,17,0,1,1,F,Belo Horizonte,MG,2,1,626.3,649.6,666.7,835.2,160,200,140,180,180,860,0,0,0,0,0,0,0,F,F,E,E,4,N
4624,190003530758,2019,22,2,1,1,F,Araçuaí,MG,1,1,,,,,,,,,,,0,0,0,0,0,0,0,B,C,A,A,4,B
4625,190001681906,2019,19,3,1,1,F,Patos de Minas,MG,1,1,406.9,559.1,484.1,432.4,140,120,120,120,20,520,0,0,0,0,0,0,0,E,D,D,B,4,G
4626,190001835642,2019,21,3,1,1,M,Votuporanga,SP,2,,513.8,532.5,523.9,398.5,80,120,100,80,100,480,0,0,0,0,0,0,0,B,B,C,F,5,C
4627,190003757342,2019,20,3,1,1,F,Salvador,BA,1,1,,,,,,,,,,,0,0,0,0,0,0,0,E,E,C,C,4,C
4628,190004395516,2019,18,2,1,1,F,Matão,SP,2,1,568.9,587,573.9,683.3,160,180,160,180,160,840,0,0,0,0,0,0,0,F,G,E,D,4,N
4629,190003209058,2019,20,3,1,1,F,Jacundá,PA,1,1,468.9,536.1,561.3,488.3,120,120,120,140,120,620,0,0,0,0,0,0,0,H,B,A,A,4,B
4630,190003956612,2019,27,2,1,1,M,Manaus,AM,1,,,,,,,,,,,,0,0,0,0,0,0,0,E,D,D,D,10,D
4631,190002695716,2019,17,2,1,1,F,Caucaia,CE,3,,501,412.1,538.3,540.7,120,120,120,120,120,600,0,0,0,0,0,0,0,H,E,F,B,4,B
4632,190001533866,2019,18,2,1,1,M,Cariacica,ES,2,1,415.6,506.9,509.9,428.3,120,120,120,80,100,540,0,0,0,0,0,0,0,B,D,C,B,3,B
4633,190002224170,2019,20,3,1,1,M,Goiana,PE,1,1,,,,,,,,,,,0,0,0,0,0,0,0,H,E,F,B,4,A
4634,190002324215,2019,17,1,1,1,F,Guarulhos,SP,2,1,549.2,617.7,595.8,656,140,180,160,120,160,760,0,0,0,0,0,0,0,F,F,D,D,3,G
4635,190005809569,2019,36,1,2,1,M,Caxias do Sul,RS,1,,437.3,365.9,515.8,484.5,120,120,120,120,140,620,0,0,0,0,0,0,0,C,D,C,B,2,E
4636,190004826483,2019,19,3,1,1,F,Brasília,DF,2,1,522.5,505.4,529.6,495.2,120,120,120,120,120,600,0,0,0,0,0,0,0,F,C,C,B,3,E
4637,190005225413,2019,35,1,3,1,M,Porto Alegre,RS,1,,599.6,640.5,616.5,667.7,140,160,120,120,60,600,0,0,0,0,0,0,0,D,B,C,F,1,G
4638,190006016013,2019,22,3,1,1,M,Goiânia,GO,1,,360.1,356.3,498.8,418,100,100,80,80,40,400,0,0,0,0,0,0,0,B,E,C,D,1,B
4639,190003340642,2019,17,1,1,1,F,Ribeirão Preto,SP,2,1,,,,,,,,,,,0,0,0,0,0,0,0,G,G,E,E,1,L
4640,190005312243,2019,17,1,1,1,M,Cotia,SP,2,1,433.4,507.7,492.2,605.9,120,120,120,120,100,580,0,0,0,0,0,0,0,D,E,B,B,4,F
