,NU_INSCRICAO,NU_ANO,NU_IDADE,TP_COR_RACA,TP_ESTADO_CIVIL,TP_NACIONALIDADE,TP_SEXO,NO_MUNICIPIO_RESIDENCIA,SG_UF_RESIDENCIA,TP_ST_CONCLUSAO,TP_ENSINO,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,IN_BRAILLE,IN_AMPLIADA_18,IN_AMPLIADA_24,IN_LEDOR,IN_ACESSO,IN_TRANSCRICAO,IN_LIBRAS,Q001,Q002,Q003,Q004,Q005,Q006
185,190004233818,2019,19,1,1,1,M,São Paulo,SP,2,1,518.7,614.6,583,651.5,120,140,140,140,140,680,0,0,0,0,0,0,0,F,G,E,E,3,N
186,190003313912,2019,18,3,1,1,F,Rio das Ostras,RJ,2,,455.8,479.4,545.5,491.8,120,120,120,100,0,460,0,0,0,0,0,0,0,E,D,C,B,4,H
187,190001411754,2019,20,2,1,1,M,Ipiaú,BA,2,1,473.5,549.6,492.5,386.5,120,140,120,140,100,620,0,0,0,0,0,0,0,E,C,C,B,4,C
188,190003637093,2019,16,1,1,1,F,São Paulo,SP,3,,482.7,555.4,577.2,437.1,120,120,120,120,160,640,0,0,0,0,0,0,0,F,F,E,E,4,M
189,190005710650,2019,20,1,1,1,F,Natal,RN,1,,,,,,,,,,,,0,0,0,0,0,0,0,G,E,E,B,4,D
190,190001318394,2019,18,1,1,1,F,Governador Valadares,MG,2,1,369.6,500.6,487.6,510.1,120,60,60,80,0,320,0,0,0,0,0,0,0,H,E,F,B,5,B
191,190002068436,2019,18,3,1,1,M,Anápolis,GO,2,1,478.3,528.8,518.4,370,120,100,120,120,100,560,0,0,0,0,0,0,0,E,C,B,F,5,E
192,190004378239,2019,18,3,1,1,F,Itaquaquecetuba,SP,2,1,,409.2,456.4,,100,120,80,100,0,400,0,0,0,0,0,0,0,C,D,D,B,6,B
193,190003553177,2019,17,1,1,1,F,Contagem,MG,2,1,553.3,593.5,608.8,714.1,160,200,180,180,200,920,0,0,0,0,0,0,0,G,F,E,E,5,K
194,190004164773,2019,19,3,1,1,M,Aquiraz,CE,1,,446.3,527.5,547.4,577.8,120,120,120,120,160,640,0,0,0,0,0,0,0,E,D,E,F,4,G
195,190003157730,2019,47,3,1,1,M,Montes Claros,MG,1,1,,,,,,,,,,,0,0,0,0,0,0,0,B,F,A,D,1,C
196,190004660468,2019,19,3,1,1,F,São Francisco de Itabapoana,RJ,2,1,366.2,363.1,397,423.1,100,100,80,100,60,440,0,0,0,0,0,0,0,B,A,A,B,5,B
197,190002191159,2019,25,2,1,1,F,Porto Firme,MG,1,1,455.1,439.5,514.6,589.9,80,120,100,80,40,420,0,0,0,0,0,0,0,B,B,A,A,4,C
198,190002236663,2019,20,3,1,1,M,Bayeux,PB,2,1,376.7,402.8,491.3,433.4,120,120,120,120,60,540,0,0,0,0,0,0,0,H,H,C,B,3,A
199,190001326988,2019,19,3,1,1,F,Ribeirão das Neves,MG,1,1,423.5,481.6,518.1,410.8,120,140,120,140,80,600,0,0,0,0,0,0,0,A,B,A,B,6,C
200,190001569011,2019,20,1,1,1,M,Colatina,ES,2,,485.1,484.5,535.3,422.8,0,0,0,0,0,0,0,0,0,0,0,0,0,D,C,D,C,3,C
201,190003400412,2019,23,1,1,1,F,Florianópolis,SC,1,1,494.5,609.7,588.4,383.2,120,120,120,140,100,600,0,0,0,0,0,0,0,D,D,B,B,5,E
202,190004697272,2019,39,3,0,1,F,Porto Velho,RO,1,,,,,,,,,,,,0,0,0,0,0,0,0,H,H,F,F,4,B
203,190001837254,2019,17,3,1,1,M,Buri,SP,2,1,403.9,547.6,517.4,458.1,120,120,120,120,140,620,0,0,0,0,0,0,0,D,E,B,B,3,E
204,190005767977,2019,17,3,1,1,M,Belo Horizonte,MG,2,1,458.9,528.9,539,556.5,140,120,120,120,120,620,0,0,0,0,0,0,0,F,E,B,B,4,E
205,190005407686,2019,25,3,1,1,M,Garrafão do Norte,PA,1,,,,,,,,,,,,0,0,0,0,0,0,0,E,E,A,B,6,D
206,190004898034,2019,23,3,1,2,F,Curitiba,PR,2,,433.7,496.3,492.4,404.3,100,80,60,80,40,360,0,0,0,0,0,0,0,D,D,C,C,1,C
207,190005314668,2019,18,1,1,1,M,Florianópolis,SC,1,,475.1,558.4,575,706.5,140,160,140,140,120,700,0,0,0,0,0,0,0,F,E,D,B,5,G
208,190002450366,2019,19,3,1,1,F,Rio de Janeiro,RJ,1,1,,,,,,,,,,,0,0,0,0,0,0,0,D,E,C,B,2,C
209,190004913390,2019,18,1,1,1,M,Jundiaí do Sul,PR,1,,496.7,475.4,504.9,429.1,120,120,80,120,140,580,0,0,0,0,0,0,0,B,E,F,F,3,D
210,190001556138,2019,18,3,1,1,F,Bom Jardim,RJ,1,,,,,,,,,,,,0,0,0,0,0,0,0,D,B,D,B,4,D
211,190001161754,2019,20,1,1,1,F,Fortaleza,CE,2,1,498.5,526.2,550.6,463.7,120,100,120,120,0,460,0,0,0,0,0,0,0,H,D,C,B,4,C
212,190004389991,2019,18,3,1,1,F,Nilópolis,RJ,1,,422.7,470.2,516.7,496.6,120,120,120,140,80,580,0,0,0,0,0,0,0,E,E,C,D,5,C
213,190002900922,2019,18,1,1,1,F,Nova Andradina,MS,2,1,423.1,465.9,460.1,390.1,80,120,100,100,120,520,0,0,0,0,0,0,0,D,E,C,B,4,E
214,190005382904,2019,18,1,1,1,F,Nova Friburgo,RJ,2,1,,,,,,,,,,,0,0,0,0,0,0,0,C,H,C,F,3,C
215,190005371950,2019,21,3,1,1,M,Montes Claros,MG,1,,494.2,533.2,494.7,708,140,180,160,200,120,800,0,0,0,0,0,0,0,G,G,D,B,4,M
216,190003909128,2019,19,4,1,1,F,Ouricuri,PE,2,1,,428.4,519.1,,120,140,120,80,80,540,0,0,0,0,0,0,0,A,E,A,A,7,B
217,190003952079,2019,38,2,1,1,F,São Luís,MA,1,1,463.8,487.3,473.7,416.8,160,180,120,120,120,700,0,0,0,0,0,0,0,D,E,B,B,2,B
218,190001610885,2019,20,1,1,1,F,Amparo,SP,1,1,,,,,,,,,,,0,0,0,0,0,0,0,E,E,C,C,3,E
219,190003078701,2019,20,3,1,1,M,São João do Piauí,PI,1,1,424.2,370.8,410.3,417.1,100,120,120,120,40,500,0,0,0,0,0,0,0,A,D,A,B,2,B
220,190005525718,2019,16,3,1,1,F,Praia Norte,TO,3,,420.2,451.4,506.2,499.7,120,120,140,120,100,600,0,0,0,0,0,0,0,F,E,D,B,5,D
221,190006040542,2019,18,2,1,1,M,Quirinópolis,GO,2,1,,,,,,,,,,,0,0,0,0,0,0,0,D,E,A,C,5,C
222,190001029167,2019,22,3,1,1,F,São Sebastião da Boa Vista,PA,1,1,,,,,,,,,,,0,0,0,0,0,0,0,B,B,F,F,5,C
223,190005876146,2019,19,1,1,1,M,Taubaté,SP,1,,546,540.8,573.9,625.7,140,120,80,100,120,560,0,0,0,0,0,0,0,F,F,C,D,3,I
224,190005666330,2019,35,3,2,1,M,Vitória da Conquista,BA,1,,521.7,656.2,588,620.8,160,140,160,160,140,760,0,0,0,0,0,0,0,B,B,A,A,3,F
225,190004512983,2019,18,1,1,1,M,Ubá,MG,2,1,483.2,496.8,475.8,556.6,120,120,120,120,140,620,0,0,0,0,0,0,0,D,E,C,C,4,E
226,190004707352,2019,19,1,1,1,M,Jacareí,SP,1,,633.9,650.9,635.4,718.6,160,120,120,120,120,640,0,0,0,0,0,0,0,E,E,C,D,3,I
227,190004754050,2019,17,3,1,1,F,São Paulo,SP,2,1,478.7,420.5,450.7,412.2,120,120,100,140,80,560,0,0,0,0,0,0,0,G,E,D,B,4,G
228,190001660935,2019,27,0,0,1,F,Jacutinga,MG,1,,,,,,,,,,,,0,0,0,0,0,0,0,D,D,B,B,6,E
229,190005166895,2019,16,1,1,1,F,Russas,CE,3,,566.3,549.2,572.5,689.5,160,160,140,160,140,760,0,0,0,0,0,0,0,E,F,D,D,4,H
230,190005108265,2019,35,3,1,1,F,Belém,PA,1,,378.1,490.3,494.4,370.3,100,120,80,120,100,520,0,0,0,0,0,0,0,E,C,D,F,5,C
231,190001915385,2019,17,3,1,1,M,Uruburetama,CE,2,1,416.2,412.1,518.2,535.3,120,120,120,120,100,580,0,0,0,0,0,0,0,H,H,B,B,5,B
232,190002158860,2019,20,2,1,1,F,Belo Horizonte,MG,1,1,410.5,505.6,552.7,588.2,120,120,120,120,160,640,0,0,0,0,0,0,0,H,E,F,B,2,C
233,190001869814,2019,17,3,1,1,F,Paranavaí,PR,2,1,400.6,370.4,448.9,412.8,120,100,120,120,100,560,0,0,0,0,0,0,0,B,D,C,B,3,E
234,190004162154,2019,17,1,1,1,M,Salvador,BA,3,,627.1,688.9,597.8,715,160,200,180,200,200,940,0,0,0,0,0,0,0,G,G,E,E,4,O
235,190004311989,2019,20,1,1,1,F,Imperatriz,MA,2,,,,,,,,,,,,0,0,0,0,0,0,0,A,B,A,A,2,A
236,190002545238,2019,18,0,1,1,M,Marco,CE,2,1,373.1,385.3,445.3,537.5,120,120,120,120,40,520,0,0,0,0,0,0,0,H,H,F,F,8,A
237,190002292509,2019,29,3,3,1,F,Delmiro Gouveia,AL,1,1,429.3,563.4,561.4,544.6,140,140,140,160,80,660,0,0,0,0,0,0,0,A,B,B,A,4,B
238,190002788403,2019,21,1,2,1,F,São José de Mipibu,RN,1,1,514.8,479.1,535.1,473.2,120,120,120,100,100,560,0,0,0,0,0,0,0,B,B,C,A,4,B
239,190001491632,2019,37,1,1,1,F,João Pessoa,PB,1,1,,,,,,,,,,,0,0,0,0,0,0,0,C,D,A,A,1,B
240,190003495899,2019,18,2,1,1,M,Salvador,BA,2,1,370.7,416.6,460.7,430.4,120,100,80,100,60,460,0,0,0,0,0,0,0,G,F,D,F,4,G
241,190006061449,2019,43,3,1,1,F,Valença,RJ,2,,,,,,,,,,,,0,0,0,0,0,0,0,A,A,C,B,3,C
242,190004495500,2019,19,4,1,1,F,Campo Grande,MS,1,,451.4,588.7,575.7,590.3,160,200,180,180,160,880,0,0,0,0,0,0,0,E,G,B,D,4,D
243,190004768798,2019,44,1,0,1,F,Santo Ângelo,RS,2,1,432.4,444.4,478.2,389.8,80,60,60,60,60,320,0,0,0,0,0,0,0,C,B,B,B,6,C
244,190001196488,2019,43,2,1,1,F,Palmas,TO,1,,,,,,,,,,,,0,0,0,0,0,0,0,A,B,A,A,4,E
245,190001966895,2019,18,1,1,1,F,Fortaleza,CE,2,1,625.4,611.8,551.7,657.7,160,200,180,200,180,920,0,0,0,0,0,0,0,B,D,C,C,4,D
246,190003201505,2019,18,3,0,1,F,Manaus,AM,2,1,423.4,527.3,555.5,500.9,120,120,120,120,120,600,0,0,0,0,0,0,0,B,B,D,B,6,E
247,190005250051,2019,28,3,2,1,M,Aparecida de Goiânia,GO,1,1,,,,,,,,,,,0,0,0,0,0,0,0,B,A,A,B,2,D
248,190001574759,2019,31,1,1,1,F,Niterói,RJ,1,,,,,,,,,,,,0,0,0,0,0,0,0,E,E,D,D,3,H
249,190005221042,2019,17,1,1,1,F,Rio Verde,GO,2,1,493.3,553.5,580.1,631.1,160,120,140,180,180,780,0,0,0,0,0,0,0,E,E,A,E,4,L
250,190005881249,2019,23,3,1,1,M,Franco da Rocha,SP,1,,454.7,360.3,422.2,400,80,80,60,100,0,320,0,0,0,0,0,0,0,B,C,B,C,4,C
251,190001540954,2019,23,3,1,1,F,Sooretama,ES,1,,479.2,536.9,517.9,475.4,120,120,120,120,120,600,0,0,0,0,0,0,0,B,C,A,B,4,C
252,190005194872,2019,61,3,3,1,M,Fortaleza,CE,1,,,,,,,,,,,,0,0,0,0,0,0,0,C,B,F,F,3,D
253,190001448660,2019,19,3,1,1,F,Salvador,BA,1,1,,,,,,,,,,,0,0,0,0,0,0,0,E,C,B,B,2,B
254,190002263373,2019,20,3,1,1,F,Camaçari,BA,1,1,379.9,392.4,450.5,424.4,0,0,0,0,0,0,0,0,0,0,0,0,0,D,E,A,B,3,B
255,190003715112,2019,17,3,1,1,M,São Paulo,SP,2,1,543.9,598.1,599.6,668.2,160,200,180,200,180,920,0,0,0,0,0,0,0,F,E,D,D,4,H
256,190005018887,2019,18,0,0,1,M,Fortaleza,CE,1,1,,,,,,,,,,,0,0,0,0,0,0,0,E,E,C,B,4,B
257,190001823106,2019,20,1,1,1,F,Santa Branca,SP,1,1,560.9,510.2,540.2,630.2,120,120,140,120,100,600,0,0,0,0,0,0,0,E,E,C,B,4,G
258,190005791702,2019,16,3,1,1,M,Ananindeua,PA,3,,444.9,418.5,469,438.4,0,0,0,0,0,0,0,0,0,0,0,0,0,E,D,B,B,4,A
259,190003681764,2019,19,1,1,1,F,São Paulo,SP,1,,,,,,,,,,,,0,0,0,0,0,0,0,C,E,B,B,2,D
260,190005478274,2019,25,3,1,1,F,Rio Branco,AC,1,1,467.7,444.8,479.3,502.5,120,120,120,120,100,580,0,0,0,0,0,0,0,E,E,B,B,4,C
261,190002090426,2019,32,3,1,1,M,Rio das Pedras,SP,1,,568.9,593.1,595.8,698.5,160,180,140,160,160,800,0,0,0,0,0,0,0,D,D,C,B,3,D
262,190005228641,2019,15,1,1,1,F,Santa Rosa,RS,3,,499.6,389.9,545.3,508.8,140,120,120,120,0,500,0,0,0,0,0,0,0,F,E,A,D,2,D
263,190005019988,2019,20,3,1,1,M,Recife,PE,1,,524,402.7,460.9,416.2,100,120,120,120,0,460,0,0,0,0,0,0,0,B,D,A,B,2,B
264,190004577825,2019,23,0,2,1,F,Belém,PA,2,,398.1,564.5,578.3,402.9,120,120,80,100,20,440,0,0,0,0,0,0,0,C,D,F,B,7,A
265,190004326158,2019,28,2,2,1,M,Santarém,PA,1,,,,,,,,,,,,0,0,0,0,0,0,0,E,D,C,F,5,G
266,190002680230,2019,17,3,1,2,F,Dourados,MS,2,1,385.2,444.5,405.9,414.8,120,120,100,100,0,440,0,0,0,0,0,0,0,H,B,C,B,4,D
267,190002955335,2019,19,3,1,1,F,Salvador,BA,1,1,533.7,538,546.4,659.2,180,200,160,200,200,940,0,0,0,0,0,0,0,F,E,D,D,4,G
268,190001081825,2019,21,3,1,1,M,Cruzeiro do Sul,AC,1,1,450,459.3,449.6,443.9,100,40,40,120,40,340,0,0,0,0,0,0,0,E,E,A,B,3,B
269,190001205552,2019,20,2,1,1,M,Nazaré,TO,1,1,359.8,401.4,401.3,432.2,120,80,60,100,0,360,0,0,0,0,0,0,0,A,A,A,A,6,C
270,190001011037,2019,30,3,1,1,F,Marabá,PA,1,1,360,354.8,457.7,421.1,100,100,80,100,0,380,0,0,0,0,0,0,0,A,B,A,A,4,B
271,190003143754,2019,19,2,1,1,F,Cachoeiras de Macacu,RJ,2,1,390.4,326.5,365.8,437.9,100,120,120,120,120,580,0,0,0,0,0,0,0,E,E,B,B,5,B
272,190002340423,2019,17,3,1,1,F,Cotia,SP,2,1,545,602,584.5,568.1,120,120,120,120,80,560,0,0,0,0,0,0,0,E,F,D,D,2,D
273,190003321492,2019,17,3,1,1,M,São Paulo,SP,2,1,378.8,447.5,525.2,441.4,80,120,120,100,60,480,0,0,0,0,0,0,0,D,E,B,B,4,C
274,190003247315,2019,19,1,1,1,F,Chapadinha,MA,1,1,377.1,466.1,510.3,473.2,120,80,120,100,120,540,0,0,0,0,0,0,0,B,G,A,D,3,B
275,190004467672,2019,20,4,0,1,M,Cuiabá,MT,1,1,478.4,484.5,535.6,516.7,80,100,80,80,40,380,0,0,0,0,0,0,0,C,B,A,B,3,B
276,190003494678,2019,26,3,1,1,F,Gentio do Ouro,BA,3,,403.9,499.4,508.8,438.8,80,120,80,120,120,520,0,0,0,0,0,0,0,B,D,A,A,7,C
277,190002898165,2019,24,1,1,1,M,Rondonópolis,MT,1,,482.8,518,547.1,390.9,120,120,120,100,100,560,0,0,0,0,0,0,0,C,C,C,B,3,E
278,190003210165,2019,18,3,1,1,F,Belém,PA,2,1,537.9,528.3,576.5,510.8,120,120,120,120,140,620,0,0,0,0,0,0,0,E,D,F,B,5,C
279,190006081377,2019,26,2,1,1,M,Rio de Janeiro,RJ,4,,,,,,,,,,,,0,0,0,0,0,0,0,D,E,B,F,5,B
280,190004592227,2019,18,3,1,1,M,Teresina,PI,2,1,517.2,431.6,511.5,672.9,160,200,180,180,160,880,0,0,0,0,0,0,0,F,G,D,D,6,K
281,190005567420,2019,25,3,1,1,M,Natal,RN,1,,496.2,429.6,446.5,420.6,120,120,80,80,80,480,0,0,0,0,0,0,0,H,E,F,D,3,K
282,190003928543,2019,43,2,0,1,M,Codó,MA,1,,,,,,,,,,,,0,0,0,0,0,0,0,C,C,A,A,4,D
283,190005524596,2019,31,3,1,1,F,São Luís,MA,1,,456.5,547,584.5,559.5,120,160,120,120,100,620,0,0,0,0,0,0,0,F,E,C,D,3,G
284,190005963452,2019,16,1,1,1,F,Canoas,RS,3,,,,,,,,,,,,0,0,0,0,0,0,0,E,E,D,F,4,E
285,190002736818,2019,36,0,1,1,M,Recife,PE,1,1,,0,530.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,B,B,C,B,3,B
286,190001788901,2019,18,0,1,1,F,Aquidauana,MS,2,1,537.7,633.4,590.5,625.8,160,120,120,140,100,640,0,0,0,0,0,0,0,E,E,B,D,4,C
287,190006032120,2019,17,1,1,1,F,Brasília,DF,2,1,474.5,522.5,515.1,570,120,100,120,120,100,560,0,0,0,0,0,0,0,C,C,D,D,6,E
288,190005959057,2019,26,1,1,1,M,Erval Seco,RS,1,,,500,508.7,,100,120,100,120,100,540,0,0,0,0,0,0,0,C,C,B,B,1,C
289,190002754186,2019,31,3,2,1,M,Caaporã,PB,1,,393.6,507,476.7,373,100,120,100,140,100,560,0,0,0,0,0,0,0,B,B,A,A,4,D
290,190001200921,2019,18,2,1,1,F,Caxias,MA,1,1,505.9,488.5,584.8,598.8,140,120,120,120,160,660,0,0,0,0,0,0,0,A,B,C,A,6,C
291,190005123943,2019,17,1,1,1,F,Campinas,SP,2,1,,,,,,,,,,,0,0,0,0,0,0,0,G,F,E,D,5,O
292,190003772365,2019,23,2,1,1,F,João Pessoa,PB,1,1,,,,,,,,,,,0,0,0,0,0,0,0,C,B,C,B,4,C
293,190005971678,2019,28,3,0,1,M,Nova Hartz,RS,1,,470.9,536,533.2,492.8,120,120,100,120,60,520,0,0,0,0,0,0,0,D,C,C,C,2,C
294,190003652719,2019,17,3,1,1,F,São Paulo,SP,2,,476.2,534.7,490.2,391.2,100,100,100,100,0,400,0,0,0,0,0,0,0,E,E,D,F,4,C
295,190005408114,2019,26,3,1,1,F,Conceição do Araguaia,PA,1,,498.8,483.1,543.7,519.7,120,120,120,120,160,640,0,0,0,0,0,0,0,B,B,A,A,7,B
296,190004066466,2019,17,1,1,1,F,Viamão,RS,2,1,581.9,621.9,579.9,618.4,180,180,160,140,140,800,0,0,0,0,0,0,0,F,D,D,B,3,F
297,190004167701,2019,38,3,2,1,F,Ananindeua,PA,1,,511.8,414.3,514.3,470.3,100,120,100,120,20,460,0,0,0,0,0,0,0,C,C,C,B,4,B
298,190002391873,2019,17,1,1,1,F,Belo Horizonte,MG,2,1,546.9,579.7,601.4,754.7,160,200,180,200,200,940,0,0,0,0,0,0,0,H,G,E,E,3,O
299,190005325651,2019,18,3,1,1,F,Diamante do Norte,PR,1,,489.6,474.9,504.2,418.2,120,120,120,160,120,640,0,0,0,0,0,0,0,D,B,A,A,4,D
300,190001885022,2019,17,3,1,1,F,União da Vitória,PR,2,1,517.7,477.3,518.1,404,100,120,100,120,120,560,0,0,0,0,0,0,0,B,F,A,D,3,D
301,190004868903,2019,20,3,1,1,M,Naviraí,MS,1,1,,,,,,,,,,,0,0,0,0,0,0,0,E,E,B,A,4,D
302,190002335311,2019,19,1,0,2,F,São Paulo,SP,2,1,383.1,491.3,454.1,395.3,120,120,120,120,140,620,0,0,0,0,0,0,0,D,C,C,B,5,G
303,190004500892,2019,23,2,1,1,M,Pelotas,RS,1,,443.1,426.7,491.9,511.8,80,120,120,140,120,580,0,0,0,0,0,0,0,G,D,E,A,8,F
304,190001370582,2019,17,3,1,1,F,São Lourenço da Mata,PE,2,1,,,,,,,,,,,0,0,0,0,0,0,0,D,E,A,A,5,B
305,190004183545,2019,16,3,1,1,F,Itaituba,PA,3,,542.5,584.1,555.6,486.4,160,180,160,180,180,860,0,0,0,0,0,0,0,C,D,D,B,3,D
306,190003029914,2019,39,3,1,1,M,Belém,PA,1,1,486.7,581.8,531.5,464.2,120,120,120,120,120,600,0,0,0,0,0,0,0,B,D,B,B,2,B
307,190003202486,2019,20,3,1,1,F,Ananindeua,PA,1,1,526.4,522,538,495.8,140,120,100,160,120,640,0,0,0,0,0,0,0,E,E,C,B,5,B
308,190001910641,2019,23,3,1,1,F,Paraipaba,CE,1,1,421.2,432.3,475.2,492.3,160,200,180,200,200,940,0,0,0,0,0,0,0,D,B,B,A,5,B
309,190001814386,2019,24,2,1,1,M,São Paulo,SP,1,1,594.2,627.8,573.2,544.8,120,200,160,140,180,800,0,0,0,0,0,0,0,E,E,C,B,5,G
310,190003523339,2019,19,2,1,1,F,Laje,BA,1,1,479.9,444.3,503.9,478.6,120,160,120,140,80,620,0,0,0,0,0,0,0,E,D,B,C,4,B
311,190003225362,2019,34,3,2,1,M,Manaus,AM,2,1,,,,,,,,,,,0,0,0,0,0,0,0,A,B,B,B,6,A
312,190002765538,2019,16,3,1,1,F,Ipueiras,CE,2,1,427.4,464.2,482.3,532.6,140,120,140,140,160,700,0,0,0,0,0,0,0,B,D,A,A,4,B
313,190005469690,2019,17,2,1,1,F,Brasília,DF,2,1,407.4,441.7,399.5,388.1,120,160,100,100,120,600,0,0,0,0,0,0,0,D,C,B,B,4,E
314,190004623349,2019,25,3,1,1,F,São Gonçalo,RJ,1,,,,,,,,,,,,0,0,0,0,0,0,0,E,E,C,B,4,B
315,190003121183,2019,23,3,1,1,F,Santarém,PA,1,1,489.7,549.3,592.9,592,120,120,120,120,20,500,0,0,0,0,0,0,0,E,E,B,B,3,A
316,190005282746,2019,18,3,1,1,F,Salvador,BA,2,1,515.6,564.8,599.2,566.1,120,120,140,120,100,600,0,0,0,0,0,0,0,H,E,F,B,2,D
317,190005815184,2019,18,1,1,1,M,São Paulo,SP,2,1,389.7,514.3,517.2,606.7,120,100,120,100,140,580,0,0,0,0,0,0,0,B,G,F,D,2,D
318,190005882724,2019,26,1,1,1,M,Ibitinga,SP,1,,503.3,617.2,580.3,641,120,60,60,100,60,400,0,0,0,0,0,0,0,B,F,C,D,3,E
319,190001108849,2019,23,4,0,1,F,Teresina,PI,1,1,,,,,,,,,,,0,0,0,0,0,0,0,B,B,C,A,5,B
320,190005620665,2019,36,1,3,1,M,Caruaru,PE,1,,504.2,549.3,520.1,462.9,120,120,120,80,40,480,0,0,0,0,0,0,0,B,B,A,D,3,C
321,190002756378,2019,34,1,2,1,M,Mossoró,RN,1,,556.8,541,553.2,603.8,120,100,80,80,140,520,0,0,0,0,0,0,0,F,E,C,D,4,F
322,190001568328,2019,17,3,1,1,M,Rio de Janeiro,RJ,3,,459.2,420.4,360.3,506,120,120,120,120,140,620,0,0,0,0,0,0,0,E,C,C,B,4,C
323,190003584437,2019,18,3,1,1,M,Chapadinha,MA,2,1,452.7,568.5,524.8,471.6,100,120,100,120,80,520,0,0,0,0,0,0,0,D,B,A,A,6,A
324,190003013136,2019,18,3,1,2,F,Luziânia,GO,2,1,376.8,400.2,522,449.2,100,120,100,120,0,440,0,0,0,0,0,0,0,C,D,C,B,7,B
325,190002650894,2019,16,1,1,1,F,Sananduva,RS,3,,521.3,510.3,546.6,583,100,120,120,120,100,560,0,0,0,0,0,0,0,E,E,D,D,4,I
326,190004204311,2019,30,3,1,2,F,Sorocaba,SP,1,,,,,,,,,,,,0,0,0,0,0,0,0,D,C,D,B,2,D
327,190006024504,2019,18,1,1,1,F,Goiatuba,GO,2,1,429.9,479.1,512,551,100,120,120,80,100,520,0,0,0,0,0,0,0,E,D,B,B,3,D
328,190005571433,2019,16,3,1,1,F,Cajazeiras,PB,3,,510,474.4,545.5,411.3,120,120,120,120,100,580,0,0,0,0,0,0,0,B,C,A,A,4,B
329,190002104834,2019,17,1,1,1,F,Campinas,SP,2,1,415.3,527.8,530.6,434.3,120,120,100,120,60,520,0,0,0,0,0,0,0,E,E,C,B,2,C
330,190002350214,2019,19,1,1,1,F,São Paulo,SP,1,1,440.3,484.6,552.2,428.4,120,120,120,120,120,600,0,0,0,0,0,0,0,C,B,B,B,4,C
331,190001261328,2019,19,2,1,1,M,Lauro de Freitas,BA,2,1,,,,,,,,,,,0,0,0,0,0,0,0,F,F,D,D,3,G
332,190005677317,2019,17,3,1,1,F,Ipirá,BA,3,,444.6,484.7,509.3,500.6,120,120,120,120,0,480,0,0,0,0,0,0,0,A,E,A,B,4,C
333,190004342200,2019,18,1,1,1,F,Belém,PA,1,,369.6,441.1,495.2,516.7,120,120,100,120,100,560,0,0,0,0,0,0,0,E,D,B,A,4,D
334,190003807062,2019,17,3,1,1,M,Governador Valadares,MG,3,,559.1,680.5,623.8,732.1,160,200,160,180,160,860,0,0,0,0,0,0,0,D,E,E,D,4,O
335,190002489420,2019,42,3,2,1,M,João Pessoa,PB,1,1,504.2,402,480.7,413.8,120,120,120,100,100,560,0,0,0,0,0,0,0,B,B,A,A,6,E
336,190001091453,2019,23,3,0,1,F,Porto Velho,RO,1,,,,,,,,,,,,0,0,0,0,0,0,0,E,F,D,D,5,I
337,190001386690,2019,15,3,1,1,F,Maceió,AL,3,,583.6,610.6,591.7,642,160,180,160,200,160,860,0,0,0,0,0,0,0,E,F,D,D,4,G
338,190005903530,2019,29,1,0,1,F,Colombo,PR,1,,,,,,,,,,,,0,0,0,0,0,0,0,B,D,F,B,2,C
339,190001880813,2019,24,1,1,1,F,São Paulo,SP,1,,410.3,472.4,535.2,487.8,120,40,40,100,40,340,0,0,0,0,0,0,0,D,D,B,B,6,E
340,190005040848,2019,46,1,1,1,F,Juazeiro do Norte,CE,1,1,,,,,,,,,,,0,0,0,0,0,0,0,C,C,D,C,4,B
341,190003795292,2019,27,1,1,1,M,Ipatinga,MG,1,,,,,,,,,,,,0,0,0,0,0,0,0,B,F,C,D,4,G
342,190004443627,2019,31,3,1,1,M,Russas,CE,1,,,,,,,,,,,,0,0,0,0,0,0,0,A,B,A,A,4,B
343,190001231408,2019,18,3,1,1,F,Simões Filho,BA,2,1,373.4,525.5,508.3,448,120,60,60,80,80,400,0,0,0,0,0,0,0,E,D,B,B,3,B
344,190005093390,2019,15,3,1,1,F,Parauapebas,PA,3,,376.8,433.2,465.7,435.6,0,0,0,0,0,0,0,0,0,0,0,0,0,E,E,B,D,5,D
345,190003196137,2019,18,3,1,1,F,Belém,PA,1,1,,,,,,,,,,,0,0,0,0,0,0,0,B,E,B,B,4,B
346,190005810542,2019,20,1,1,1,F,Passo Fundo,RS,1,,547.5,538.4,545.6,737.1,160,200,180,200,180,920,0,0,0,0,0,0,0,G,G,E,E,1,Q
347,190005707425,2019,26,2,1,1,M,Brejo Santo,CE,1,1,,,,,,,,,,,0,0,0,0,0,0,0,H,B,A,A,4,A
348,190002213858,2019,18,3,1,1,M,Lagoa de Pedras,RN,2,1,631.1,578.3,566.1,575.8,140,140,140,140,160,720,0,0,0,0,0,0,0,B,E,B,A,2,B
349,190001775676,2019,30,3,1,1,F,Várzea Grande,MT,1,1,,,,,,,,,,,0,0,0,0,0,0,0,B,C,C,B,5,E
