NU_INSCRICAO,NU_IDADE,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,Q005,NU_NOTA_MEDIA
190003903183,-0.4061237031203837,-0.591589908080576,-1.1755285146851098,-1.1831333059682763,-0.5957097052202074,-3.509511331848251,0.7704883341988418,-1.00753755074015
190005124618,-0.4061237031203837,-0.7704792809068163,0.5395445660598726,0.26241962451565903,-0.9574192481231494,0.1327356197390117,0.09898028626539081,-0.3550194825405595
190001447215,2.379265708219308,-0.0855011695721517,0.03874322648233793,0.07254526189942917,-0.17688812922732675,0.011327388019436299,-0.5725277616680602,-0.06306052211333506
190003825026,-0.6846626442543529,-1.793359540913268,0.14713584518542044,-1.6685668179399564,-0.2636138091046402,-0.8385302340175916,0.09898028626539081,-0.9172956902444617
190001995539,-0.6846626442543529,0.27686448307587375,-0.07788174300832158,0.39318215726079936,0.7125789046363411,1.8324508638130674,0.7704883341988418,0.4155071724610811
190004693239,-0.12758476198641458,0.6193535387432065,1.1363899981591261,1.2350779160308734,-0.953188727153524,-0.8385302340175916,-0.5725277616680602,0.41714050930263424
190004877161,-0.6846626442543529,0.9389080594328152,1.0801356011106904,0.8517466556547103,1.075346077781689,-0.959938465737167,0.09898028626539081,1.181542151148458
190002220563,-0.6846626442543529,0.09185923425557427,-1.1549476377161698,-0.011644313977577,-0.9013648452756172,0.3755520831781625,0.7704883341988418,-0.6698451587494981
190002234080,-0.4061237031203837,0.07809851326893986,-2.2621988186451296,-1.718722309951791,-0.1938102131058272,-3.509511331848251,0.7704883341988418,-1.1190127901759985
190002852302,-0.6846626442543529,-1.6205860440810869,-0.6637507073908071,-0.4952865583774067,-1.128755347392964,-1.566979624335044,0.09898028626539081,-1.1790379191029947
190001632617,-0.6846626442543529,-0.0855011695721517,0.03874322648233793,0.07254526189942917,-0.17688812922732675,0.011327388019436299,0.09898028626539081,-0.06306052211333506
190002321100,-0.6846626442543529,-0.0855011695721517,0.03874322648233793,0.07254526189942917,-0.17688812922732675,0.011327388019436299,0.7704883341988418,-0.06306052211333506
190005617834,-0.4061237031203837,-0.0855011695721517,0.03874322648233793,0.07254526189942917,-0.17688812922732675,0.011327388019436299,1.4419963821322928,-0.06306052211333506
190002541154,-0.5453931736873683,-1.2995025543929628,-1.6557489772937044,-1.2529927412704733,0.02194635634505032,-1.9312043194937702,0.7704883341988418,-1.116971119124061
190004067232,-0.8239321148213374,1.7278560626664916,1.5315428359627692,1.5127243896678126,1.9785623047966379,1.7110426320934922,0.7704883341988418,2.0259772982302797
190002129550,-0.26685423255339913,-0.0855011695721517,0.03874322648233793,0.07254526189942917,-0.17688812922732675,0.011327388019436299,-0.5725277616680602,-0.06306052211333506
190001716907,-0.6846626442543529,-0.0855011695721517,0.03874322648233793,0.07254526189942917,-0.17688812922732675,0.011327388019436299,-1.2440358096015112,-0.06306052211333506
190002831622,-0.6846626442543529,0.14231521120656448,1.1350179396945297,0.6582897578947793,0.35298462221821153,0.1327356197390117,2.1135044300657437,0.662141035535269
190003865673,-0.5453931736873683,-1.1359028715518713,0.2335755284549669,0.9036934152383974,0.7506535933629669,1.2254097052151904,0.09898028626539081,0.26197350935529773
190004149436,0.15095417914755455,0.6117086937506321,0.023650583371781785,-0.4110969825003995,-1.5824787213852507,-0.7171220022980161,-0.5725277616680602,-0.5342782009007733
190002737341,1.4043794142504156,-0.0855011695721517,0.03874322648233793,0.07254526189942917,-0.17688812922732675,0.011327388019436299,1.4419963821322928,-0.06306052211333506
190001517444,-0.12758476198641458,-1.8866266498226758,0.19241377451708733,-2.0751845567501843,-1.2334607413911838,0.011327388019436299,0.7704883341988418,-1.3958633848188788
190005638401,0.5687625908485082,-1.3438426553498948,-1.2688284902776368,-0.7281513427180655,-0.17688812922732675,-0.23148907541971453,-1.9155438575349621,-0.9707874718052546
190004603504,0.011684708580569986,0.6300563217328096,-0.8338859570007089,0.10837061333645359,0.36250329439986767,-0.47430553885886534,1.4419963821322928,0.08475646204702164
190002166834,-0.12758476198641458,1.0092406333644999,0.9621385731554353,0.891154542235438,0.27577761452255356,1.346817936934766,0.7704883341988418,0.8654914723083563
190001555031,0.5687625908485082,-0.6955597999795868,-0.10532291230024128,-0.7209862724306609,-0.4222583454655798,-0.8385302340175916,-1.2440358096015112,-0.5444865561604665
190003331916,0.8473015319824774,-0.0855011695721517,0.03874322648233793,0.07254526189942917,-0.17688812922732675,0.011327388019436299,0.09898028626539081,-0.06306052211333506
190002079886,-0.5453931736873683,-0.0855011695721517,0.03874322648233793,0.07254526189942917,-0.17688812922732675,0.011327388019436299,0.7704883341988418,-0.06306052211333506
190004821484,-0.5453931736873683,-2.2688688994513946,-1.1755285146851098,-1.211793587117895,-1.178463968786058,-3.509511331848251,2.1135044300657437,-1.6870056768253285
190001313420,-0.5453931736873683,-1.859105207849408,-2.516029634595387,-2.6053997580181454,-0.8738664589730541,-1.6883878560546195,0.7704883341988418,-2.1765983950802137
190004836261,-0.26685423255339913,-0.0855011695721517,0.03874322648233793,0.07254526189942917,-0.17688812922732675,0.011327388019436299,0.7704883341988418,-0.06306052211333506
190005469383,-0.5453931736873683,-1.4738050202236592,-1.0685079544466227,-0.6708307804188266,-0.9584768783655553,-1.2027549291763178,-1.2440358096015112,-1.2345713717157263
190003501526,0.2902236497145391,-0.0855011695721517,0.03874322648233793,0.07254526189942917,-0.17688812922732675,0.011327388019436299,-0.5725277616680602,-0.06306052211333506
190001274316,-0.4061237031203837,-1.804062323902872,-0.7597947999125261,0.5902215901644337,0.12876701082808317,0.1327356197390117,0.7704883341988418,-0.5236615114306908
190002447222,0.15095417914755455,1.6101254497808455,1.1405061735529134,2.030400717932815,0.976986465237907,-0.23148907541971453,-1.2440358096015112,1.6094764036347975
190003153563,-0.4061237031203837,-0.0855011695721517,0.03874322648233793,0.07254526189942917,-0.17688812922732675,0.011327388019436299,0.7704883341988418,-0.06306052211333506
190002745382,-0.12758476198641458,-0.3545997133107702,0.5244519229493164,0.17643878106680122,0.18799430440283418,0.49696031489773795,-1.2440358096015112,0.1741816541219344
190005591193,0.4294931202815237,0.24781407210409145,-0.8750477109385885,-0.14957191701012185,-0.7332016367330216,-0.7171220022980161,-0.5725277616680602,-0.511411485119059
190004679421,-0.6846626442543529,2.061171304342734,-2.6353987210152376,1.5557148113922414,2.264122470246329,1.104001473495615,2.1135044300657437,0.994933417001269
190001429230,-0.4061237031203837,-0.6359300090375071,-1.8149077591868383,-1.3783814713000588,-0.24880698571095278,-0.7171220022980161,0.7704883341988418,-1.1202377928071616
190002906509,-0.12758476198641458,-0.0855011695721517,0.03874322648233793,0.07254526189942917,-0.17688812922732675,0.011327388019436299,-1.2440358096015112,-0.06306052211333506
190002082259,-0.5453931736873683,-1.2459886394449422,-1.2509917302378888,-0.7424814832928754,0.03146502852670765,-0.35289730713928996,-1.2440358096015112,-0.8621705718421184
190004643483,0.15095417914755455,-0.39893981426770125,-0.7323536306206063,-0.4110969825003995,-1.160484254665152,-0.35289730713928996,-0.5725277616680602,-0.8662539139459957
190005872461,-0.6846626442543529,-0.8316380408474113,-0.43598900226787324,-1.571838369059991,-0.6306115032196136,-1.6883878560546195,-1.2440358096015112,-0.9536374349689689
190001025161,0.2902236497145391,-0.0855011695721517,0.03874322648233793,0.07254526189942917,-0.17688812922732675,0.011327388019436299,1.4419963821322928,-0.06306052211333506
190002171820,0.986571002549462,-0.1971159064637378,-2.0838312182476515,-0.1728583954441869,-0.30380375831607837,-1.0813466974567425,0.09898028626539081,-0.8295038350110993
190003122581,0.986571002549462,-0.0855011695721517,0.03874322648233793,0.07254526189942917,-0.17688812922732675,0.011327388019436299,0.09898028626539081,-0.06306052211333506
190002252689,-0.4061237031203837,1.4465257669397547,0.7577018619306338,0.1925601892134618,1.3059094706262553,0.011327388019436299,0.09898028626539081,1.1599004379979094
